States,Years,Quarter,RegisteredUsers,Districts,AppOpens
nagaland,2020,1,5747,mon district,119902
nagaland,2020,1,3637,phek district,59218
nagaland,2020,1,1430,longleng district,23944
nagaland,2020,1,7626,mokokchung district,104247
nagaland,2020,1,1814,kiphire district,33191
nagaland,2020,1,20644,kohima district,320294
nagaland,2020,1,3634,tuensang district,60792
nagaland,2020,1,1899,peren district,31361
nagaland,2020,1,53696,dimapur district,817430
nagaland,2020,1,2898,zunheboto district,51964
nagaland,2020,1,4118,wokha district,62177
nagaland,2020,2,7917,mon district,165317
nagaland,2020,2,4535,phek district,89799
nagaland,2020,2,1881,longleng district,37771
nagaland,2020,2,9559,mokokchung district,137981
nagaland,2020,2,2423,kiphire district,50366
nagaland,2020,2,24236,kohima district,394202
nagaland,2020,2,4779,tuensang district,89346
nagaland,2020,2,2534,peren district,49593
nagaland,2020,2,63398,dimapur district,943503
nagaland,2020,2,3647,zunheboto district,72550
nagaland,2020,2,5296,wokha district,88851
nagaland,2020,3,13591,mon district,278675
nagaland,2020,3,6151,phek district,116457
nagaland,2020,3,2731,longleng district,50281
nagaland,2020,3,13155,mokokchung district,195554
nagaland,2020,3,3306,kiphire district,59821
nagaland,2020,3,31483,kohima district,486239
nagaland,2020,3,7220,tuensang district,132509
nagaland,2020,3,3486,peren district,63251
nagaland,2020,3,79061,dimapur district,1243188
nagaland,2020,3,4942,zunheboto district,95585
nagaland,2020,3,7980,wokha district,147082
nagaland,2020,4,14932,mon district,210817
nagaland,2020,4,6888,phek district,116654
nagaland,2020,4,3091,longleng district,53696
nagaland,2020,4,14511,mokokchung district,193976
nagaland,2020,4,3629,kiphire district,49752
nagaland,2020,4,34872,kohima district,506507
nagaland,2020,4,8177,tuensang district,123923
nagaland,2020,4,3919,peren district,59618
nagaland,2020,4,87807,dimapur district,1378850
nagaland,2020,4,5541,zunheboto district,88612
nagaland,2020,4,8821,wokha district,139716
nagaland,2021,1,16154,mon district,207141
nagaland,2021,1,7536,phek district,115057
nagaland,2021,1,3428,longleng district,58910
nagaland,2021,1,15634,mokokchung district,194365
nagaland,2021,1,3904,kiphire district,50891
nagaland,2021,1,37488,kohima district,530009
nagaland,2021,1,8866,tuensang district,118643
nagaland,2021,1,4286,peren district,59784
nagaland,2021,1,94968,dimapur district,1432598
nagaland,2021,1,6013,zunheboto district,81959
nagaland,2021,1,9531,wokha district,131224
nagaland,2021,2,17389,mon district,824300
nagaland,2021,2,8134,phek district,698566
nagaland,2021,2,3696,longleng district,336996
nagaland,2021,2,16857,mokokchung district,575184
nagaland,2021,2,4224,kiphire district,248094
nagaland,2021,2,40277,kohima district,831177
nagaland,2021,2,9565,tuensang district,462581
nagaland,2021,2,4641,peren district,320237
nagaland,2021,2,101835,dimapur district,1414183
nagaland,2021,2,6487,zunheboto district,513142
nagaland,2021,2,10232,wokha district,492432
nagaland,2021,3,18911,mon district,1029901
nagaland,2021,3,8933,phek district,1030765
nagaland,2021,3,4081,longleng district,349624
nagaland,2021,3,18340,mokokchung district,801280
nagaland,2021,3,4626,kiphire district,279525
nagaland,2021,3,43467,kohima district,1074462
nagaland,2021,3,10433,tuensang district,675034
nagaland,2021,3,5089,peren district,434939
nagaland,2021,3,109644,dimapur district,1768717
nagaland,2021,3,7147,zunheboto district,583917
nagaland,2021,3,11126,wokha district,633827
nagaland,2021,4,20409,mon district,427566
nagaland,2021,4,9753,phek district,298676
nagaland,2021,4,4457,longleng district,120703
nagaland,2021,4,19747,mokokchung district,404932
nagaland,2021,4,5047,kiphire district,109617
nagaland,2021,4,46621,kohima district,1100010
nagaland,2021,4,11300,tuensang district,252598
nagaland,2021,4,5509,peren district,151217
nagaland,2021,4,117388,dimapur district,3026184
nagaland,2021,4,7765,zunheboto district,178142
nagaland,2021,4,11994,wokha district,313692
nagaland,2022,1,21773,mon district,3482625
nagaland,2022,1,10413,phek district,2897460
nagaland,2022,1,4772,longleng district,1154178
nagaland,2022,1,21029,mokokchung district,2505397
nagaland,2022,1,5368,kiphire district,1305848
nagaland,2022,1,49523,kohima district,1741671
nagaland,2022,1,12057,tuensang district,2545145
nagaland,2022,1,5881,peren district,1439905
nagaland,2022,1,124644,dimapur district,2509940
nagaland,2022,1,8280,zunheboto district,2214871
nagaland,2022,1,12743,wokha district,2409013
nagaland,2022,2,23037,mon district,3821181
nagaland,2022,2,11005,phek district,3435858
nagaland,2022,2,5029,longleng district,1179216
nagaland,2022,2,22136,mokokchung district,2652528
nagaland,2022,2,5687,kiphire district,1607993
nagaland,2022,2,52343,kohima district,2058108
nagaland,2022,2,12747,tuensang district,3216508
nagaland,2022,2,6212,peren district,1814906
nagaland,2022,2,131738,dimapur district,2935606
nagaland,2022,2,8753,zunheboto district,2960517
nagaland,2022,2,13417,wokha district,2970010
nagaland,2022,3,24237,mon district,4897532
nagaland,2022,3,11494,phek district,4023861
nagaland,2022,3,5296,longleng district,1261486
nagaland,2022,3,23192,mokokchung district,2846226
nagaland,2022,3,5963,kiphire district,1467835
nagaland,2022,3,55046,kohima district,2961074
nagaland,2022,3,13393,tuensang district,3246736
nagaland,2022,3,6534,peren district,1704388
nagaland,2022,3,139011,dimapur district,3144275
nagaland,2022,3,9128,zunheboto district,2539990
nagaland,2022,3,14092,wokha district,3135963
nagaland,2022,4,25340,mon district,944668
nagaland,2022,4,11847,phek district,510573
nagaland,2022,4,5473,longleng district,179637
nagaland,2022,4,24045,mokokchung district,629958
nagaland,2022,4,6211,kiphire district,205395
nagaland,2022,4,57592,kohima district,2012490
nagaland,2022,4,13900,tuensang district,447454
nagaland,2022,4,6750,peren district,258849
nagaland,2022,4,145923,dimapur district,5066680
nagaland,2022,4,9422,zunheboto district,269436
nagaland,2022,4,14702,wokha district,646442
nagaland,2023,1,26501,mon district,5931729
nagaland,2023,1,12359,phek district,4415636
nagaland,2023,1,5691,longleng district,2171039
nagaland,2023,1,25058,mokokchung district,2635662
nagaland,2023,1,6491,kiphire district,1263369
nagaland,2023,1,60269,kohima district,4162795
nagaland,2023,1,14523,tuensang district,3341635
nagaland,2023,1,7042,peren district,1457015
nagaland,2023,1,152828,dimapur district,3381140
nagaland,2023,1,9817,zunheboto district,2411041
nagaland,2023,1,15357,wokha district,4056093
nagaland,2023,2,27813,mon district,5295166
nagaland,2023,2,13007,phek district,3589616
nagaland,2023,2,5984,longleng district,974762
nagaland,2023,2,26232,mokokchung district,4464242
nagaland,2023,2,6792,kiphire district,915780
nagaland,2023,2,62890,kohima district,3748710
nagaland,2023,2,15272,tuensang district,3253051
nagaland,2023,2,7407,peren district,2074213
nagaland,2023,2,159224,dimapur district,4241175
nagaland,2023,2,10327,zunheboto district,1695437
nagaland,2023,2,16076,wokha district,3359928
nagaland,2023,3,29096,mon district,14455753
nagaland,2023,3,13632,phek district,5214062
nagaland,2023,3,6317,longleng district,2821050
nagaland,2023,3,27434,mokokchung district,4498336
nagaland,2023,3,7130,kiphire district,2857503
nagaland,2023,3,65492,kohima district,4274410
nagaland,2023,3,15941,tuensang district,3582164
nagaland,2023,3,7771,peren district,2573266
nagaland,2023,3,165789,dimapur district,5705581
nagaland,2023,3,10809,zunheboto district,2642056
nagaland,2023,3,16792,wokha district,3360875
odisha,2018,1,21756,rayagada district,0
odisha,2018,1,25395,koraput district,0
odisha,2018,1,5396,malkangiri district,0
odisha,2018,1,47017,sambalpur district,0
odisha,2018,1,30605,kalahandi district,0
odisha,2018,1,56617,anugul district,0
odisha,2018,1,126158,ganjam district,0
odisha,2018,1,81133,jajapur district,0
odisha,2018,1,32489,bargarh district,0
odisha,2018,1,46024,dhenkanal district,0
odisha,2018,1,58050,bhadrak district,0
odisha,2018,1,8252,nuapada district,0
odisha,2018,1,58968,kendujhar district,0
odisha,2018,1,50472,mayurbhanj district,0
odisha,2018,1,32514,jharsuguda district,0
odisha,2018,1,10809,kandhamal district,0
odisha,2018,1,5322,deogarh district,0
odisha,2018,1,75201,sundargarh district,0
odisha,2018,1,49264,jagatsinghapur district,0
odisha,2018,1,35271,balangir district,0
odisha,2018,1,100919,baleshwar district,0
odisha,2018,1,69923,puri district,0
odisha,2018,1,15900,sonepur district,0
odisha,2018,1,308390,khordha district,0
odisha,2018,1,9077,boudh district,0
odisha,2018,1,9743,gajapati district,0
odisha,2018,1,33533,nayagarh district,0
odisha,2018,1,9466,nabarangpur district,0
odisha,2018,1,44379,kendrapara district,0
odisha,2018,1,135972,cuttack district,0
odisha,2018,2,29995,rayagada district,0
odisha,2018,2,34769,koraput district,0
odisha,2018,2,7742,malkangiri district,0
odisha,2018,2,63200,sambalpur district,0
odisha,2018,2,42458,kalahandi district,0
odisha,2018,2,76885,anugul district,0
odisha,2018,2,169386,ganjam district,0
odisha,2018,2,114580,jajapur district,0
odisha,2018,2,45700,bargarh district,0
odisha,2018,2,64424,dhenkanal district,0
odisha,2018,2,81249,bhadrak district,0
odisha,2018,2,11826,nuapada district,0
odisha,2018,2,83050,kendujhar district,0
odisha,2018,2,71366,mayurbhanj district,0
odisha,2018,2,43568,jharsuguda district,0
odisha,2018,2,15002,kandhamal district,0
odisha,2018,2,7264,deogarh district,0
odisha,2018,2,102838,sundargarh district,0
odisha,2018,2,69081,jagatsinghapur district,0
odisha,2018,2,49147,balangir district,0
odisha,2018,2,139968,baleshwar district,0
odisha,2018,2,97920,puri district,0
odisha,2018,2,22064,sonepur district,0
odisha,2018,2,406689,khordha district,0
odisha,2018,2,12134,boudh district,0
odisha,2018,2,13397,gajapati district,0
odisha,2018,2,46904,nayagarh district,0
odisha,2018,2,13372,nabarangpur district,0
odisha,2018,2,62080,kendrapara district,0
odisha,2018,2,187723,cuttack district,0
odisha,2018,3,38980,rayagada district,0
odisha,2018,3,45191,koraput district,0
odisha,2018,3,10882,malkangiri district,0
odisha,2018,3,79932,sambalpur district,0
odisha,2018,3,55262,kalahandi district,0
odisha,2018,3,97856,anugul district,0
odisha,2018,3,217114,ganjam district,0
odisha,2018,3,149049,jajapur district,0
odisha,2018,3,60736,bargarh district,0
odisha,2018,3,81576,dhenkanal district,0
odisha,2018,3,105030,bhadrak district,0
odisha,2018,3,15932,nuapada district,0
odisha,2018,3,108387,kendujhar district,0
odisha,2018,3,92892,mayurbhanj district,0
odisha,2018,3,57490,jharsuguda district,0
odisha,2018,3,20022,kandhamal district,0
odisha,2018,3,9725,deogarh district,0
odisha,2018,3,130288,sundargarh district,0
odisha,2018,3,87768,jagatsinghapur district,0
odisha,2018,3,64699,balangir district,0
odisha,2018,3,180370,baleshwar district,0
odisha,2018,3,124859,puri district,0
odisha,2018,3,29402,sonepur district,0
odisha,2018,3,499472,khordha district,0
odisha,2018,3,16146,boudh district,0
odisha,2018,3,17730,gajapati district,0
odisha,2018,3,61134,nayagarh district,0
odisha,2018,3,18387,nabarangpur district,0
odisha,2018,3,80340,kendrapara district,0
odisha,2018,3,239067,cuttack district,0
odisha,2018,4,51281,rayagada district,0
odisha,2018,4,58321,koraput district,0
odisha,2018,4,15080,malkangiri district,0
odisha,2018,4,101471,sambalpur district,0
odisha,2018,4,73404,kalahandi district,0
odisha,2018,4,124644,anugul district,0
odisha,2018,4,279943,ganjam district,0
odisha,2018,4,201210,jajapur district,0
odisha,2018,4,79840,bargarh district,0
odisha,2018,4,104500,dhenkanal district,0
odisha,2018,4,141565,bhadrak district,0
odisha,2018,4,21322,nuapada district,0
odisha,2018,4,142222,kendujhar district,0
odisha,2018,4,119705,mayurbhanj district,0
odisha,2018,4,73264,jharsuguda district,0
odisha,2018,4,26556,kandhamal district,0
odisha,2018,4,12875,deogarh district,0
odisha,2018,4,166328,sundargarh district,0
odisha,2018,4,114945,jagatsinghapur district,0
odisha,2018,4,85126,balangir district,0
odisha,2018,4,231913,baleshwar district,0
odisha,2018,4,163528,puri district,0
odisha,2018,4,39160,sonepur district,0
odisha,2018,4,626645,khordha district,0
odisha,2018,4,22366,boudh district,0
odisha,2018,4,23328,gajapati district,0
odisha,2018,4,81395,nayagarh district,0
odisha,2018,4,24855,nabarangpur district,0
odisha,2018,4,106782,kendrapara district,0
odisha,2018,4,310337,cuttack district,0
odisha,2019,1,62764,rayagada district,0
odisha,2019,1,70168,koraput district,0
odisha,2019,1,18853,malkangiri district,0
odisha,2019,1,120726,sambalpur district,0
odisha,2019,1,88614,kalahandi district,0
odisha,2019,1,150627,anugul district,0
odisha,2019,1,332190,ganjam district,0
odisha,2019,1,236643,jajapur district,0
odisha,2019,1,95811,bargarh district,0
odisha,2019,1,123780,dhenkanal district,0
odisha,2019,1,166600,bhadrak district,0
odisha,2019,1,26448,nuapada district,0
odisha,2019,1,167750,kendujhar district,0
odisha,2019,1,141789,mayurbhanj district,0
odisha,2019,1,86772,jharsuguda district,0
odisha,2019,1,32425,kandhamal district,0
odisha,2019,1,15760,deogarh district,0
odisha,2019,1,198716,sundargarh district,0
odisha,2019,1,138170,jagatsinghapur district,0
odisha,2019,1,103334,balangir district,0
odisha,2019,1,271095,baleshwar district,0
odisha,2019,1,195690,puri district,0
odisha,2019,1,46710,sonepur district,0
odisha,2019,1,745457,khordha district,0
odisha,2019,1,27059,boudh district,0
odisha,2019,1,29177,gajapati district,0
odisha,2019,1,95412,nayagarh district,0
odisha,2019,1,31360,nabarangpur district,0
odisha,2019,1,128331,kendrapara district,0
odisha,2019,1,372513,cuttack district,0
odisha,2019,2,72305,rayagada district,495755
odisha,2019,2,81022,koraput district,495742
odisha,2019,2,22415,malkangiri district,118642
odisha,2019,2,135529,sambalpur district,883414
odisha,2019,2,101439,kalahandi district,594930
odisha,2019,2,169261,anugul district,1111495
odisha,2019,2,373530,ganjam district,2473198
odisha,2019,2,260311,jajapur district,1846911
odisha,2019,2,108642,bargarh district,590814
odisha,2019,2,137527,dhenkanal district,892725
odisha,2019,2,187084,bhadrak district,1241073
odisha,2019,2,31028,nuapada district,169508
odisha,2019,2,188657,kendujhar district,1240564
odisha,2019,2,160372,mayurbhanj district,914245
odisha,2019,2,96854,jharsuguda district,666626
odisha,2019,2,37163,kandhamal district,224490
odisha,2019,2,18095,deogarh district,115108
odisha,2019,2,226776,sundargarh district,1387389
odisha,2019,2,153830,jagatsinghapur district,978199
odisha,2019,2,117914,balangir district,675453
odisha,2019,2,299757,baleshwar district,1895403
odisha,2019,2,217206,puri district,1311018
odisha,2019,2,51948,sonepur district,322469
odisha,2019,2,826007,khordha district,7930262
odisha,2019,2,30269,boudh district,181501
odisha,2019,2,34063,gajapati district,228235
odisha,2019,2,106745,nayagarh district,714824
odisha,2019,2,37091,nabarangpur district,215008
odisha,2019,2,144710,kendrapara district,977239
odisha,2019,2,417809,cuttack district,3063305
odisha,2019,3,81196,rayagada district,1883106
odisha,2019,3,90678,koraput district,1770193
odisha,2019,3,25857,malkangiri district,446171
odisha,2019,3,149742,sambalpur district,3503548
odisha,2019,3,112424,kalahandi district,2118541
odisha,2019,3,187022,anugul district,4028738
odisha,2019,3,414068,ganjam district,8383336
odisha,2019,3,290776,jajapur district,6991225
odisha,2019,3,119622,bargarh district,1973668
odisha,2019,3,150597,dhenkanal district,3279953
odisha,2019,3,208757,bhadrak district,4377167
odisha,2019,3,34914,nuapada district,568521
odisha,2019,3,208218,kendujhar district,4496490
odisha,2019,3,176327,mayurbhanj district,3166440
odisha,2019,3,106457,jharsuguda district,2336777
odisha,2019,3,41900,kandhamal district,795760
odisha,2019,3,19720,deogarh district,385807
odisha,2019,3,253356,sundargarh district,5131770
odisha,2019,3,171851,jagatsinghapur district,3598002
odisha,2019,3,130092,balangir district,2336121
odisha,2019,3,329289,baleshwar district,7191498
odisha,2019,3,247141,puri district,5911543
odisha,2019,3,56059,sonepur district,1076619
odisha,2019,3,916565,khordha district,33532118
odisha,2019,3,33031,boudh district,649830
odisha,2019,3,38597,gajapati district,854904
odisha,2019,3,118109,nayagarh district,2576604
odisha,2019,3,41265,nabarangpur district,760438
odisha,2019,3,160728,kendrapara district,3266982
odisha,2019,3,472851,cuttack district,12789586
odisha,2019,4,92855,rayagada district,2572175
odisha,2019,4,102837,koraput district,2326008
odisha,2019,4,31023,malkangiri district,632262
odisha,2019,4,168622,sambalpur district,4708646
odisha,2019,4,129224,kalahandi district,3046813
odisha,2019,4,211167,anugul district,5740433
odisha,2019,4,469522,ganjam district,12099189
odisha,2019,4,332074,jajapur district,10791411
odisha,2019,4,136729,bargarh district,3019216
odisha,2019,4,170565,dhenkanal district,5199811
odisha,2019,4,243586,bhadrak district,7595626
odisha,2019,4,40688,nuapada district,821156
odisha,2019,4,234041,kendujhar district,6256026
odisha,2019,4,203618,mayurbhanj district,4795515
odisha,2019,4,117987,jharsuguda district,3043576
odisha,2019,4,48304,kandhamal district,1084664
odisha,2019,4,22648,deogarh district,574934
odisha,2019,4,284913,sundargarh district,6637700
odisha,2019,4,197964,jagatsinghapur district,5466695
odisha,2019,4,148963,balangir district,3375561
odisha,2019,4,377976,baleshwar district,13408306
odisha,2019,4,285955,puri district,8659610
odisha,2019,4,62975,sonepur district,1776783
odisha,2019,4,1014134,khordha district,44567691
odisha,2019,4,37879,boudh district,1013838
odisha,2019,4,44569,gajapati district,1166530
odisha,2019,4,135006,nayagarh district,4436958
odisha,2019,4,48075,nabarangpur district,1054713
odisha,2019,4,186668,kendrapara district,5492952
odisha,2019,4,534970,cuttack district,18540921
odisha,2020,1,103064,rayagada district,3025726
odisha,2020,1,113919,koraput district,2622470
odisha,2020,1,36017,malkangiri district,810134
odisha,2020,1,183534,sambalpur district,4724765
odisha,2020,1,142961,kalahandi district,3197740
odisha,2020,1,228339,anugul district,5485228
odisha,2020,1,512643,ganjam district,12390552
odisha,2020,1,359087,jajapur district,9687172
odisha,2020,1,150139,bargarh district,2865892
odisha,2020,1,184164,dhenkanal district,4758117
odisha,2020,1,265259,bhadrak district,6416683
odisha,2020,1,46063,nuapada district,928386
odisha,2020,1,253988,kendujhar district,6031627
odisha,2020,1,223893,mayurbhanj district,4509442
odisha,2020,1,127804,jharsuguda district,3176128
odisha,2020,1,53868,kandhamal district,1143401
odisha,2020,1,25015,deogarh district,588130
odisha,2020,1,313040,sundargarh district,7099354
odisha,2020,1,216687,jagatsinghapur district,5184722
odisha,2020,1,164257,balangir district,3439280
odisha,2020,1,410789,baleshwar district,9737201
odisha,2020,1,311477,puri district,7876252
odisha,2020,1,68480,sonepur district,1509358
odisha,2020,1,1083466,khordha district,40264249
odisha,2020,1,41238,boudh district,931633
odisha,2020,1,49762,gajapati district,1430994
odisha,2020,1,145821,nayagarh district,3586937
odisha,2020,1,54715,nabarangpur district,1277587
odisha,2020,1,205010,kendrapara district,5058749
odisha,2020,1,578471,cuttack district,16160713
odisha,2020,2,114240,rayagada district,2859051
odisha,2020,2,126636,koraput district,2588267
odisha,2020,2,41696,malkangiri district,882743
odisha,2020,2,201035,sambalpur district,3888601
odisha,2020,2,160811,kalahandi district,3389921
odisha,2020,2,248700,anugul district,5337471
odisha,2020,2,560047,ganjam district,11974700
odisha,2020,2,387797,jajapur district,9254465
odisha,2020,2,167531,bargarh district,3024771
odisha,2020,2,200973,dhenkanal district,4661195
odisha,2020,2,289015,bhadrak district,6485760
odisha,2020,2,53151,nuapada district,1077096
odisha,2020,2,277734,kendujhar district,5986548
odisha,2020,2,247446,mayurbhanj district,4440857
odisha,2020,2,140220,jharsuguda district,3167223
odisha,2020,2,61330,kandhamal district,1296520
odisha,2020,2,28252,deogarh district,638794
odisha,2020,2,346937,sundargarh district,6566112
odisha,2020,2,236758,jagatsinghapur district,5379176
odisha,2020,2,183430,balangir district,3519674
odisha,2020,2,445299,baleshwar district,8652777
odisha,2020,2,338770,puri district,7420337
odisha,2020,2,75331,sonepur district,1530473
odisha,2020,2,1152010,khordha district,23751632
odisha,2020,2,45662,boudh district,940501
odisha,2020,2,55642,gajapati district,1371800
odisha,2020,2,157747,nayagarh district,3696555
odisha,2020,2,62742,nabarangpur district,1303051
odisha,2020,2,226451,kendrapara district,5599454
odisha,2020,2,624922,cuttack district,13997247
odisha,2020,3,126410,rayagada district,3762788
odisha,2020,3,141282,koraput district,3437166
odisha,2020,3,47520,malkangiri district,1095975
odisha,2020,3,219120,sambalpur district,5114268
odisha,2020,3,178315,kalahandi district,4193630
odisha,2020,3,270460,anugul district,6884775
odisha,2020,3,611699,ganjam district,16162114
odisha,2020,3,417525,jajapur district,11824235
odisha,2020,3,184711,bargarh district,3628788
odisha,2020,3,218003,dhenkanal district,5681950
odisha,2020,3,314312,bhadrak district,8166867
odisha,2020,3,59403,nuapada district,1258669
odisha,2020,3,302384,kendujhar district,7716764
odisha,2020,3,270844,mayurbhanj district,5578497
odisha,2020,3,152813,jharsuguda district,4003243
odisha,2020,3,69124,kandhamal district,1578514
odisha,2020,3,31745,deogarh district,770291
odisha,2020,3,381666,sundargarh district,8667464
odisha,2020,3,257975,jagatsinghapur district,6866006
odisha,2020,3,201628,balangir district,4376520
odisha,2020,3,481741,baleshwar district,11256058
odisha,2020,3,369877,puri district,9556331
odisha,2020,3,81435,sonepur district,1721885
odisha,2020,3,1232760,khordha district,37649694
odisha,2020,3,49769,boudh district,1111802
odisha,2020,3,62087,gajapati district,1854939
odisha,2020,3,170588,nayagarh district,4500388
odisha,2020,3,70877,nabarangpur district,1618683
odisha,2020,3,249580,kendrapara district,7165704
odisha,2020,3,676102,cuttack district,18393658
odisha,2020,4,139714,rayagada district,5150470
odisha,2020,4,157029,koraput district,4690755
odisha,2020,4,54166,malkangiri district,1432194
odisha,2020,4,238826,sambalpur district,6917790
odisha,2020,4,196340,kalahandi district,5296877
odisha,2020,4,293242,anugul district,8883260
odisha,2020,4,669973,ganjam district,21285202
odisha,2020,4,451339,jajapur district,15145332
odisha,2020,4,202272,bargarh district,4624350
odisha,2020,4,236599,dhenkanal district,7290490
odisha,2020,4,342034,bhadrak district,10037935
odisha,2020,4,66020,nuapada district,1553389
odisha,2020,4,328498,kendujhar district,10002591
odisha,2020,4,295929,mayurbhanj district,7049868
odisha,2020,4,166109,jharsuguda district,5191792
odisha,2020,4,77202,kandhamal district,2083608
odisha,2020,4,34813,deogarh district,953637
odisha,2020,4,418311,sundargarh district,11577951
odisha,2020,4,280051,jagatsinghapur district,8638789
odisha,2020,4,221229,balangir district,5584366
odisha,2020,4,520429,baleshwar district,13732431
odisha,2020,4,402457,puri district,12511428
odisha,2020,4,88176,sonepur district,2109317
odisha,2020,4,1323794,khordha district,53302329
odisha,2020,4,54203,boudh district,1368082
odisha,2020,4,69150,gajapati district,2495923
odisha,2020,4,184916,nayagarh district,5735089
odisha,2020,4,79855,nabarangpur district,2148731
odisha,2020,4,273289,kendrapara district,8654637
odisha,2020,4,732786,cuttack district,24636680
odisha,2021,1,150744,rayagada district,5877848
odisha,2021,1,169607,koraput district,5295303
odisha,2021,1,59019,malkangiri district,1655456
odisha,2021,1,256784,sambalpur district,8185242
odisha,2021,1,211780,kalahandi district,6105047
odisha,2021,1,315065,anugul district,9789441
odisha,2021,1,721311,ganjam district,22659997
odisha,2021,1,484003,jajapur district,16338718
odisha,2021,1,217540,bargarh district,5256946
odisha,2021,1,253469,dhenkanal district,8034030
odisha,2021,1,366825,bhadrak district,10503983
odisha,2021,1,71558,nuapada district,1824578
odisha,2021,1,352967,kendujhar district,10953093
odisha,2021,1,318465,mayurbhanj district,7758426
odisha,2021,1,178481,jharsuguda district,5914718
odisha,2021,1,83432,kandhamal district,2180242
odisha,2021,1,37397,deogarh district,1031539
odisha,2021,1,450776,sundargarh district,12987159
odisha,2021,1,300122,jagatsinghapur district,9094056
odisha,2021,1,238380,balangir district,6473331
odisha,2021,1,557273,baleshwar district,14507340
odisha,2021,1,431553,puri district,13992697
odisha,2021,1,94551,sonepur district,2395249
odisha,2021,1,1415897,khordha district,63590946
odisha,2021,1,58177,boudh district,1553860
odisha,2021,1,74629,gajapati district,2771507
odisha,2021,1,198238,nayagarh district,5903431
odisha,2021,1,86833,nabarangpur district,2514529
odisha,2021,1,293287,kendrapara district,8928474
odisha,2021,1,784846,cuttack district,27238288
odisha,2021,2,161874,rayagada district,11968717
odisha,2021,2,182181,koraput district,12614422
odisha,2021,2,63880,malkangiri district,5010275
odisha,2021,2,275001,sambalpur district,11542753
odisha,2021,2,227704,kalahandi district,12075656
odisha,2021,2,338114,anugul district,13461863
odisha,2021,2,772409,ganjam district,27608178
odisha,2021,2,518570,jajapur district,15539082
odisha,2021,2,233243,bargarh district,9225430
odisha,2021,2,271626,dhenkanal district,11854300
odisha,2021,2,392928,bhadrak district,10893119
odisha,2021,2,77158,nuapada district,4903840
odisha,2021,2,379263,kendujhar district,19018016
odisha,2021,2,342898,mayurbhanj district,14693303
odisha,2021,2,191043,jharsuguda district,6410583
odisha,2021,2,89548,kandhamal district,5961388
odisha,2021,2,40332,deogarh district,3282902
odisha,2021,2,482937,sundargarh district,18200575
odisha,2021,2,321155,jagatsinghapur district,8665991
odisha,2021,2,256186,balangir district,12318530
odisha,2021,2,596366,baleshwar district,14433914
odisha,2021,2,462146,puri district,13385190
odisha,2021,2,101584,sonepur district,4584965
odisha,2021,2,1511068,khordha district,41038670
odisha,2021,2,62600,boudh district,3741556
odisha,2021,2,80263,gajapati district,6162465
odisha,2021,2,212420,nayagarh district,8448067
odisha,2021,2,93780,nabarangpur district,7567759
odisha,2021,2,313828,kendrapara district,9803145
odisha,2021,2,838924,cuttack district,23161840
odisha,2021,3,174728,rayagada district,16760831
odisha,2021,3,196851,koraput district,19367873
odisha,2021,3,69669,malkangiri district,7180765
odisha,2021,3,296251,sambalpur district,15869804
odisha,2021,3,246601,kalahandi district,17464237
odisha,2021,3,364818,anugul district,17878073
odisha,2021,3,831869,ganjam district,33950452
odisha,2021,3,558822,jajapur district,19161874
odisha,2021,3,252144,bargarh district,13182847
odisha,2021,3,292800,dhenkanal district,15108969
odisha,2021,3,423068,bhadrak district,13467683
odisha,2021,3,83716,nuapada district,7525872
odisha,2021,3,410049,kendujhar district,25107639
odisha,2021,3,371425,mayurbhanj district,20700116
odisha,2021,3,205663,jharsuguda district,8885748
odisha,2021,3,96862,kandhamal district,9090971
odisha,2021,3,43737,deogarh district,4653968
odisha,2021,3,520155,sundargarh district,25326483
odisha,2021,3,345234,jagatsinghapur district,10720210
odisha,2021,3,277146,balangir district,17707579
odisha,2021,3,641826,baleshwar district,18593887
odisha,2021,3,497069,puri district,17210743
odisha,2021,3,109924,sonepur district,6096184
odisha,2021,3,1618171,khordha district,54826366
odisha,2021,3,67782,boudh district,5211233
odisha,2021,3,86765,gajapati district,8993662
odisha,2021,3,228677,nayagarh district,10186197
odisha,2021,3,102244,nabarangpur district,11629745
odisha,2021,3,337718,kendrapara district,11487316
odisha,2021,3,900706,cuttack district,29532377
odisha,2021,4,187562,rayagada district,11692290
odisha,2021,4,211160,koraput district,12137241
odisha,2021,4,75114,malkangiri district,3760894
odisha,2021,4,317259,sambalpur district,15914880
odisha,2021,4,264773,kalahandi district,12924135
odisha,2021,4,390981,anugul district,17480548
odisha,2021,4,889686,ganjam district,43221176
odisha,2021,4,598043,jajapur district,31222102
odisha,2021,4,270113,bargarh district,11531339
odisha,2021,4,313502,dhenkanal district,14877091
odisha,2021,4,452384,bhadrak district,20733469
odisha,2021,4,90146,nuapada district,4390762
odisha,2021,4,440078,kendujhar district,21635153
odisha,2021,4,399076,mayurbhanj district,15901243
odisha,2021,4,220010,jharsuguda district,11963212
odisha,2021,4,103926,kandhamal district,4452108
odisha,2021,4,47096,deogarh district,1991762
odisha,2021,4,556973,sundargarh district,25758922
odisha,2021,4,368959,jagatsinghapur district,17301864
odisha,2021,4,297438,balangir district,13714912
odisha,2021,4,685881,baleshwar district,28631052
odisha,2021,4,531127,puri district,26165403
odisha,2021,4,117909,sonepur district,4637687
odisha,2021,4,1725313,khordha district,103883281
