States,Years,Quarter,RegisteredUsers,Districts,AppOpens
uttar-pradesh,2019,2,121880,ambedkar nagar district,640648
uttar-pradesh,2019,2,79858,bahraich district,371745
uttar-pradesh,2019,2,93400,jalaun district,399197
uttar-pradesh,2019,2,90374,rampur district,417182
uttar-pradesh,2019,2,198740,ballia district,1051856
uttar-pradesh,2019,2,19654,shravasti district,98936
uttar-pradesh,2019,2,55437,kasganj district,249736
uttar-pradesh,2019,2,583444,varanasi district,2718685
uttar-pradesh,2019,2,1282816,gautam buddha nagar district,11192098
uttar-pradesh,2019,2,127063,basti district,738775
uttar-pradesh,2019,2,71012,shamli district,330422
uttar-pradesh,2019,2,134589,maharajganj district,674897
uttar-pradesh,2019,2,93602,etawah district,428125
uttar-pradesh,2019,2,75177,etah district,323462
uttar-pradesh,2019,2,59791,banda district,260546
uttar-pradesh,2019,2,166819,bijnor district,759334
uttar-pradesh,2019,2,113095,hardoi district,483475
uttar-pradesh,2019,2,52514,balrampur district,277624
uttar-pradesh,2019,2,89991,amroha district,409727
uttar-pradesh,2019,2,88189,pilibhit district,377437
uttar-pradesh,2019,2,88354,mainpuri district,370287
uttar-pradesh,2019,2,65036,kanpur dehat district,318494
uttar-pradesh,2019,2,264855,jaunpur district,1530339
uttar-pradesh,2019,2,42935,kaushambi district,189624
uttar-pradesh,2019,2,114161,hapur district,622916
uttar-pradesh,2019,2,51539,hamirpur district,232752
uttar-pradesh,2019,2,361091,meerut district,1860402
uttar-pradesh,2019,2,233342,mathura district,1178523
uttar-pradesh,2019,2,34500,chitrakoot district,166865
uttar-pradesh,2019,2,59896,lalitpur district,284815
uttar-pradesh,2019,2,119403,mau district,576483
uttar-pradesh,2019,2,133781,mirzapur district,600547
uttar-pradesh,2019,2,202244,bulandshahr district,1011079
uttar-pradesh,2019,2,118179,gonda district,634322
uttar-pradesh,2019,2,203616,jhansi district,1100362
uttar-pradesh,2019,2,124160,chandauli district,605956
uttar-pradesh,2019,2,92475,bhadohi district,462812
uttar-pradesh,2019,2,142016,pratapgarh district,702461
uttar-pradesh,2019,2,228553,saharanpur district,1142688
uttar-pradesh,2019,2,111354,bara banki district,538725
uttar-pradesh,2019,2,318597,bareilly district,1525618
uttar-pradesh,2019,2,144888,sitapur district,553406
uttar-pradesh,2019,2,122590,sultanpur district,642939
uttar-pradesh,2019,2,461224,agra district,2284003
uttar-pradesh,2019,2,83992,fatehpur district,365618
uttar-pradesh,2019,2,107073,rae bareli district,490413
uttar-pradesh,2019,2,137236,firozabad district,605193
uttar-pradesh,2019,2,158463,kheri district,629067
uttar-pradesh,2019,2,387961,gorakhpur district,2091934
uttar-pradesh,2019,2,110987,unnao district,510176
uttar-pradesh,2019,2,602739,prayagraj district,3285624
uttar-pradesh,2019,2,120480,sonbhadra district,662811
uttar-pradesh,2019,2,213624,ghazipur district,1153220
uttar-pradesh,2019,2,85295,farrukhabad district,384237
uttar-pradesh,2019,2,72533,kannauj district,317719
uttar-pradesh,2019,2,235609,azamgarh district,1217447
uttar-pradesh,2019,2,156282,ayodhya district,750453
uttar-pradesh,2019,2,199594,deoria district,1158198
uttar-pradesh,2019,2,975605,ghaziabad district,6433258
uttar-pradesh,2019,3,105040,amethi district,1342325
uttar-pradesh,2019,3,99879,siddharthnagar district,1663441
uttar-pradesh,2019,3,81392,auraiya district,1086852
uttar-pradesh,2019,3,80158,sambhal district,914102
uttar-pradesh,2019,3,655175,kanpur nagar district,10991280
uttar-pradesh,2019,3,301404,aligarh district,4667055
uttar-pradesh,2019,3,42896,mahoba district,501799
uttar-pradesh,2019,3,1124832,lucknow district,22146904
uttar-pradesh,2019,3,81569,sant kabeer nagar district,1187005
uttar-pradesh,2019,3,96057,hathras district,1271021
uttar-pradesh,2019,3,104296,budaun district,1202610
uttar-pradesh,2019,3,198184,moradabad district,2672363
uttar-pradesh,2019,3,228387,kushinagar district,3603260
uttar-pradesh,2019,3,106317,baghpat district,1584692
uttar-pradesh,2019,3,131285,shahjahanpur district,1545078
uttar-pradesh,2019,3,195954,muzaffarnagar district,2676545
uttar-pradesh,2019,3,134984,ambedkar nagar district,1748188
uttar-pradesh,2019,3,90019,bahraich district,1164262
uttar-pradesh,2019,3,103258,jalaun district,1218452
uttar-pradesh,2019,3,102150,rampur district,1315599
uttar-pradesh,2019,3,220174,ballia district,2864754
uttar-pradesh,2019,3,21992,shravasti district,308571
uttar-pradesh,2019,3,63472,kasganj district,804909
uttar-pradesh,2019,3,639586,varanasi district,9534643
uttar-pradesh,2019,3,1415905,gautam buddha nagar district,43577747
uttar-pradesh,2019,3,142135,basti district,2080225
uttar-pradesh,2019,3,80923,shamli district,1100345
uttar-pradesh,2019,3,148207,maharajganj district,2032349
uttar-pradesh,2019,3,107062,etawah district,1432296
uttar-pradesh,2019,3,86419,etah district,1086491
uttar-pradesh,2019,3,66504,banda district,786751
uttar-pradesh,2019,3,189782,bijnor district,2433046
uttar-pradesh,2019,3,126364,hardoi district,1475185
uttar-pradesh,2019,3,59530,balrampur district,851300
uttar-pradesh,2019,3,101730,amroha district,1318323
uttar-pradesh,2019,3,98268,pilibhit district,1168729
uttar-pradesh,2019,3,101932,mainpuri district,1213979
uttar-pradesh,2019,3,74296,kanpur dehat district,1023191
uttar-pradesh,2019,3,294998,jaunpur district,4005808
uttar-pradesh,2019,3,49359,kaushambi district,607775
uttar-pradesh,2019,3,130436,hapur district,2172113
uttar-pradesh,2019,3,56997,hamirpur district,684555
uttar-pradesh,2019,3,408972,meerut district,6542889
uttar-pradesh,2019,3,268573,mathura district,4305472
uttar-pradesh,2019,3,38341,chitrakoot district,494613
uttar-pradesh,2019,3,66906,lalitpur district,926012
uttar-pradesh,2019,3,132663,mau district,1544541
uttar-pradesh,2019,3,146634,mirzapur district,1841969
uttar-pradesh,2019,3,230896,bulandshahr district,3501708
uttar-pradesh,2019,3,132341,gonda district,1980000
uttar-pradesh,2019,3,227191,jhansi district,3924391
uttar-pradesh,2019,3,136786,chandauli district,1797089
uttar-pradesh,2019,3,102914,bhadohi district,1313875
uttar-pradesh,2019,3,159596,pratapgarh district,1972207
uttar-pradesh,2019,3,259929,saharanpur district,4079780
uttar-pradesh,2019,3,125166,bara banki district,1859154
uttar-pradesh,2019,3,356146,bareilly district,5230735
uttar-pradesh,2019,3,166391,sitapur district,1924121
uttar-pradesh,2019,3,137062,sultanpur district,1854511
uttar-pradesh,2019,3,530228,agra district,8406324
uttar-pradesh,2019,3,94067,fatehpur district,1090188
uttar-pradesh,2019,3,119176,rae bareli district,1501090
uttar-pradesh,2019,3,161983,firozabad district,2185433
uttar-pradesh,2019,3,180345,kheri district,2036254
uttar-pradesh,2019,3,434172,gorakhpur district,6497238
uttar-pradesh,2019,3,125933,unnao district,1695964
uttar-pradesh,2019,3,667277,prayagraj district,12165883
uttar-pradesh,2019,3,131881,sonbhadra district,2139255
uttar-pradesh,2019,3,236041,ghazipur district,3065015
uttar-pradesh,2019,3,97522,farrukhabad district,1293796
uttar-pradesh,2019,3,83346,kannauj district,955283
uttar-pradesh,2019,3,261840,azamgarh district,3189197
uttar-pradesh,2019,3,173259,ayodhya district,2331698
uttar-pradesh,2019,3,223155,deoria district,3210571
uttar-pradesh,2019,3,1088568,ghaziabad district,24220432
uttar-pradesh,2019,4,119989,amethi district,1875981
uttar-pradesh,2019,4,114847,siddharthnagar district,2067454
uttar-pradesh,2019,4,93568,auraiya district,1473547
uttar-pradesh,2019,4,91975,sambhal district,1138121
uttar-pradesh,2019,4,718251,kanpur nagar district,12118926
uttar-pradesh,2019,4,341948,aligarh district,5432058
uttar-pradesh,2019,4,48561,mahoba district,682263
uttar-pradesh,2019,4,1221681,lucknow district,23929164
uttar-pradesh,2019,4,92544,sant kabeer nagar district,1546025
uttar-pradesh,2019,4,110768,hathras district,1669269
uttar-pradesh,2019,4,120524,budaun district,1573864
uttar-pradesh,2019,4,224285,moradabad district,3295770
uttar-pradesh,2019,4,259562,kushinagar district,4902506
uttar-pradesh,2019,4,121201,baghpat district,2054257
uttar-pradesh,2019,4,148797,shahjahanpur district,1931338
uttar-pradesh,2019,4,220338,muzaffarnagar district,3035679
uttar-pradesh,2019,4,152821,ambedkar nagar district,2397553
uttar-pradesh,2019,4,102918,bahraich district,1480418
uttar-pradesh,2019,4,116051,jalaun district,1660032
uttar-pradesh,2019,4,115637,rampur district,1650786
uttar-pradesh,2019,4,248506,ballia district,4021687
uttar-pradesh,2019,4,25490,shravasti district,386148
uttar-pradesh,2019,4,73208,kasganj district,1007616
uttar-pradesh,2019,4,706509,varanasi district,14259001
uttar-pradesh,2019,4,1537791,gautam buddha nagar district,49427785
uttar-pradesh,2019,4,160858,basti district,2738402
uttar-pradesh,2019,4,91706,shamli district,1340147
uttar-pradesh,2019,4,167678,maharajganj district,2591252
uttar-pradesh,2019,4,121909,etawah district,1971673
uttar-pradesh,2019,4,100034,etah district,1406566
uttar-pradesh,2019,4,75355,banda district,1065358
uttar-pradesh,2019,4,215311,bijnor district,2961546
uttar-pradesh,2019,4,145034,hardoi district,1923457
uttar-pradesh,2019,4,68993,balrampur district,1097032
uttar-pradesh,2019,4,115341,amroha district,1652691
uttar-pradesh,2019,4,112045,pilibhit district,1467544
uttar-pradesh,2019,4,117848,mainpuri district,1597087
uttar-pradesh,2019,4,86285,kanpur dehat district,1397491
uttar-pradesh,2019,4,331857,jaunpur district,5106619
uttar-pradesh,2019,4,57618,kaushambi district,828838
uttar-pradesh,2019,4,147702,hapur district,2681351
uttar-pradesh,2019,4,64136,hamirpur district,910972
uttar-pradesh,2019,4,455353,meerut district,7640227
uttar-pradesh,2019,4,306611,mathura district,5241778
uttar-pradesh,2019,4,43677,chitrakoot district,667112
uttar-pradesh,2019,4,75748,lalitpur district,1185717
uttar-pradesh,2019,4,148820,mau district,2155682
uttar-pradesh,2019,4,164373,mirzapur district,2442525
uttar-pradesh,2019,4,262361,bulandshahr district,4318129
uttar-pradesh,2019,4,150012,gonda district,2511266
uttar-pradesh,2019,4,252380,jhansi district,4653031
uttar-pradesh,2019,4,154068,chandauli district,2538230
uttar-pradesh,2019,4,116323,bhadohi district,1716318
uttar-pradesh,2019,4,182182,pratapgarh district,2655080
uttar-pradesh,2019,4,290730,saharanpur district,4961771
uttar-pradesh,2019,4,142882,bara banki district,2306594
uttar-pradesh,2019,4,398897,bareilly district,6261447
uttar-pradesh,2019,4,194588,sitapur district,2277928
uttar-pradesh,2019,4,155081,sultanpur district,2485807
uttar-pradesh,2019,4,593453,agra district,9403661
uttar-pradesh,2019,4,107650,fatehpur district,1432832
uttar-pradesh,2019,4,134591,rae bareli district,1958605
uttar-pradesh,2019,4,188556,firozabad district,2565909
uttar-pradesh,2019,4,209667,kheri district,2680169
uttar-pradesh,2019,4,483523,gorakhpur district,8086315
uttar-pradesh,2019,4,143079,unnao district,2076900
uttar-pradesh,2019,4,738307,prayagraj district,14253524
uttar-pradesh,2019,4,146957,sonbhadra district,2701941
uttar-pradesh,2019,4,265215,ghazipur district,4090265
uttar-pradesh,2019,4,111564,farrukhabad district,1622553
uttar-pradesh,2019,4,96093,kannauj district,1256010
uttar-pradesh,2019,4,293685,azamgarh district,4025457
uttar-pradesh,2019,4,193592,ayodhya district,3061016
uttar-pradesh,2019,4,252687,deoria district,4382125
uttar-pradesh,2019,4,1189357,ghaziabad district,26697427
uttar-pradesh,2020,1,136952,amethi district,2245853
uttar-pradesh,2020,1,132802,siddharthnagar district,2569918
uttar-pradesh,2020,1,106853,auraiya district,1866472
uttar-pradesh,2020,1,107252,sambhal district,1601899
uttar-pradesh,2020,1,788847,kanpur nagar district,13496514
uttar-pradesh,2020,1,389467,aligarh district,6865074
uttar-pradesh,2020,1,54536,mahoba district,816864
uttar-pradesh,2020,1,1329098,lucknow district,25199798
uttar-pradesh,2020,1,106578,sant kabeer nagar district,1940909
uttar-pradesh,2020,1,127615,hathras district,2209807
uttar-pradesh,2020,1,141211,budaun district,2166711
uttar-pradesh,2020,1,257312,moradabad district,4170631
uttar-pradesh,2020,1,294988,kushinagar district,5937399
uttar-pradesh,2020,1,138206,baghpat district,2557446
uttar-pradesh,2020,1,171075,shahjahanpur district,2516626
uttar-pradesh,2020,1,253057,muzaffarnagar district,4155457
uttar-pradesh,2020,1,173558,ambedkar nagar district,2877264
uttar-pradesh,2020,1,118691,bahraich district,1816527
uttar-pradesh,2020,1,130530,jalaun district,2040618
uttar-pradesh,2020,1,133897,rampur district,2146614
uttar-pradesh,2020,1,279850,ballia district,4843958
uttar-pradesh,2020,1,29560,shravasti district,473164
uttar-pradesh,2020,1,85463,kasganj district,1362177
uttar-pradesh,2020,1,777234,varanasi district,13178057
uttar-pradesh,2020,1,1656331,gautam buddha nagar district,51730780
uttar-pradesh,2020,1,182992,basti district,3369249
uttar-pradesh,2020,1,105856,shamli district,1850600
uttar-pradesh,2020,1,189603,maharajganj district,3159725
uttar-pradesh,2020,1,139252,etawah district,2328900
uttar-pradesh,2020,1,116306,etah district,1901928
uttar-pradesh,2020,1,85004,banda district,1280634
uttar-pradesh,2020,1,245713,bijnor district,3838793
uttar-pradesh,2020,1,166833,hardoi district,2473365
uttar-pradesh,2020,1,79242,balrampur district,1322478
uttar-pradesh,2020,1,132719,amroha district,2256887
uttar-pradesh,2020,1,131381,pilibhit district,1965708
uttar-pradesh,2020,1,135739,mainpuri district,2075154
uttar-pradesh,2020,1,99757,kanpur dehat district,1818141
uttar-pradesh,2020,1,376245,jaunpur district,6203627
uttar-pradesh,2020,1,67498,kaushambi district,1094664
uttar-pradesh,2020,1,166710,hapur district,3278620
uttar-pradesh,2020,1,72081,hamirpur district,1126805
uttar-pradesh,2020,1,509693,meerut district,9094997
uttar-pradesh,2020,1,352252,mathura district,6604782
uttar-pradesh,2020,1,49532,chitrakoot district,784796
uttar-pradesh,2020,1,85820,lalitpur district,1459863
uttar-pradesh,2020,1,168403,mau district,2477419
uttar-pradesh,2020,1,184275,mirzapur district,2887354
uttar-pradesh,2020,1,300819,bulandshahr district,5867028
uttar-pradesh,2020,1,170132,gonda district,3042875
uttar-pradesh,2020,1,279897,jhansi district,5368682
uttar-pradesh,2020,1,173797,chandauli district,2860413
uttar-pradesh,2020,1,131750,bhadohi district,2035659
uttar-pradesh,2020,1,208100,pratapgarh district,3235514
uttar-pradesh,2020,1,332027,saharanpur district,6277349
uttar-pradesh,2020,1,163878,bara banki district,2756219
uttar-pradesh,2020,1,452872,bareilly district,7537061
uttar-pradesh,2020,1,223690,sitapur district,2708933
uttar-pradesh,2020,1,175425,sultanpur district,2899397
uttar-pradesh,2020,1,668251,agra district,11430582
uttar-pradesh,2020,1,123288,fatehpur district,1785866
uttar-pradesh,2020,1,151785,rae bareli district,2282305
uttar-pradesh,2020,1,221119,firozabad district,3395140
uttar-pradesh,2020,1,242677,kheri district,3212975
uttar-pradesh,2020,1,539316,gorakhpur district,9223906
uttar-pradesh,2020,1,163038,unnao district,2496442
uttar-pradesh,2020,1,816436,prayagraj district,15702170
uttar-pradesh,2020,1,163017,sonbhadra district,3124763
uttar-pradesh,2020,1,299524,ghazipur district,4965935
uttar-pradesh,2020,1,127474,farrukhabad district,2023828
uttar-pradesh,2020,1,110383,kannauj district,1588330
uttar-pradesh,2020,1,334030,azamgarh district,5125163
uttar-pradesh,2020,1,217835,ayodhya district,3602820
uttar-pradesh,2020,1,285363,deoria district,5151940
uttar-pradesh,2020,1,1296464,ghaziabad district,29139762
uttar-pradesh,2020,2,157381,amethi district,2923171
uttar-pradesh,2020,2,155865,siddharthnagar district,3796176
uttar-pradesh,2020,2,122400,auraiya district,2546860
uttar-pradesh,2020,2,125328,sambhal district,2192282
uttar-pradesh,2020,2,864991,kanpur nagar district,11964030
uttar-pradesh,2020,2,440101,aligarh district,8302818
uttar-pradesh,2020,2,62821,mahoba district,1066418
uttar-pradesh,2020,2,1434386,lucknow district,17924865
uttar-pradesh,2020,2,122481,sant kabeer nagar district,2602491
uttar-pradesh,2020,2,146288,hathras district,2964233
uttar-pradesh,2020,2,166532,budaun district,3080767
uttar-pradesh,2020,2,295194,moradabad district,4669000
uttar-pradesh,2020,2,331722,kushinagar district,7224934
uttar-pradesh,2020,2,155849,baghpat district,3189090
uttar-pradesh,2020,2,196359,shahjahanpur district,3194920
uttar-pradesh,2020,2,287462,muzaffarnagar district,4970982
uttar-pradesh,2020,2,198579,ambedkar nagar district,3702829
uttar-pradesh,2020,2,138923,bahraich district,2362835
uttar-pradesh,2020,2,147970,jalaun district,2604204
uttar-pradesh,2020,2,155359,rampur district,2792854
uttar-pradesh,2020,2,314673,ballia district,5982025
uttar-pradesh,2020,2,34854,shravasti district,630619
uttar-pradesh,2020,2,99981,kasganj district,2070383
uttar-pradesh,2020,2,851213,varanasi district,10800706
uttar-pradesh,2020,2,1756163,gautam buddha nagar district,31755091
uttar-pradesh,2020,2,209591,basti district,4472498
uttar-pradesh,2020,2,120773,shamli district,2320536
uttar-pradesh,2020,2,213692,maharajganj district,3985207
uttar-pradesh,2020,2,159083,etawah district,2874933
uttar-pradesh,2020,2,136054,etah district,2820615
uttar-pradesh,2020,2,97787,banda district,1534567
uttar-pradesh,2020,2,281914,bijnor district,5230309
uttar-pradesh,2020,2,196544,hardoi district,3605329
uttar-pradesh,2020,2,92076,balrampur district,1792620
uttar-pradesh,2020,2,152529,amroha district,2815705
uttar-pradesh,2020,2,150146,pilibhit district,2442563
uttar-pradesh,2020,2,157546,mainpuri district,3160394
uttar-pradesh,2020,2,116906,kanpur dehat district,2413348
uttar-pradesh,2020,2,423581,jaunpur district,8019612
uttar-pradesh,2020,2,79177,kaushambi district,1412360
uttar-pradesh,2020,2,187076,hapur district,3658801
uttar-pradesh,2020,2,82461,hamirpur district,1534887
uttar-pradesh,2020,2,566838,meerut district,9319137
uttar-pradesh,2020,2,401021,mathura district,7179114
uttar-pradesh,2020,2,57001,chitrakoot district,984695
uttar-pradesh,2020,2,96852,lalitpur district,1665097
uttar-pradesh,2020,2,191234,mau district,3117295
uttar-pradesh,2020,2,207293,mirzapur district,3482196
uttar-pradesh,2020,2,341588,bulandshahr district,7688731
uttar-pradesh,2020,2,193655,gonda district,3767752
uttar-pradesh,2020,2,309640,jhansi district,5331182
uttar-pradesh,2020,2,196636,chandauli district,3319917
uttar-pradesh,2020,2,148612,bhadohi district,2670538
uttar-pradesh,2020,2,238168,pratapgarh district,4546598
uttar-pradesh,2020,2,377311,saharanpur district,7048443
uttar-pradesh,2020,2,186789,bara banki district,3043091
uttar-pradesh,2020,2,507342,bareilly district,7984378
uttar-pradesh,2020,2,251510,sitapur district,3279034
uttar-pradesh,2020,2,198267,sultanpur district,3580001
uttar-pradesh,2020,2,746336,agra district,11458559
uttar-pradesh,2020,2,143578,fatehpur district,2384005
uttar-pradesh,2020,2,172513,rae bareli district,2795924
uttar-pradesh,2020,2,255512,firozabad district,4270279
uttar-pradesh,2020,2,271159,kheri district,3508993
uttar-pradesh,2020,2,600961,gorakhpur district,9529572
uttar-pradesh,2020,2,187748,unnao district,3121463
uttar-pradesh,2020,2,892787,prayagraj district,11979603
uttar-pradesh,2020,2,181105,sonbhadra district,3490008
uttar-pradesh,2020,2,337515,ghazipur district,6167979
uttar-pradesh,2020,2,147186,farrukhabad district,2878633
uttar-pradesh,2020,2,126696,kannauj district,2292499
uttar-pradesh,2020,2,379884,azamgarh district,6610600
uttar-pradesh,2020,2,245136,ayodhya district,3986581
uttar-pradesh,2020,2,321321,deoria district,6346598
uttar-pradesh,2020,2,1399514,ghaziabad district,25466172
uttar-pradesh,2020,3,175672,amethi district,3135028
uttar-pradesh,2020,3,176555,siddharthnagar district,4410888
uttar-pradesh,2020,3,136156,auraiya district,2459782
uttar-pradesh,2020,3,141580,sambhal district,2157953
uttar-pradesh,2020,3,941379,kanpur nagar district,14730136
uttar-pradesh,2020,3,489555,aligarh district,8765586
uttar-pradesh,2020,3,71317,mahoba district,1211722
uttar-pradesh,2020,3,1551932,lucknow district,25954376
uttar-pradesh,2020,3,136932,sant kabeer nagar district,2975927
uttar-pradesh,2020,3,164058,hathras district,2922172
uttar-pradesh,2020,3,188814,budaun district,2861757
uttar-pradesh,2020,3,329322,moradabad district,5210373
uttar-pradesh,2020,3,366656,kushinagar district,8179739
uttar-pradesh,2020,3,173593,baghpat district,3523714
uttar-pradesh,2020,3,219668,shahjahanpur district,3118202
uttar-pradesh,2020,3,320098,muzaffarnagar district,5388746
uttar-pradesh,2020,3,219649,ambedkar nagar district,3805579
uttar-pradesh,2020,3,158041,bahraich district,2477910
uttar-pradesh,2020,3,164885,jalaun district,2835173
uttar-pradesh,2020,3,174194,rampur district,2681970
uttar-pradesh,2020,3,347325,ballia district,6824186
uttar-pradesh,2020,3,40056,shravasti district,686485
uttar-pradesh,2020,3,111622,kasganj district,1782260
uttar-pradesh,2020,3,927313,varanasi district,13603279
uttar-pradesh,2020,3,1885370,gautam buddha nagar district,47735179
uttar-pradesh,2020,3,232300,basti district,5028229
uttar-pradesh,2020,3,134703,shamli district,2422480
uttar-pradesh,2020,3,236496,maharajganj district,4478038
uttar-pradesh,2020,3,178286,etawah district,3083574
uttar-pradesh,2020,3,152537,etah district,2565815
uttar-pradesh,2020,3,109260,banda district,1621264
uttar-pradesh,2020,3,315548,bijnor district,5301772
uttar-pradesh,2020,3,224504,hardoi district,3254196
uttar-pradesh,2020,3,104746,balrampur district,2091334
uttar-pradesh,2020,3,171549,amroha district,3029210
uttar-pradesh,2020,3,167139,pilibhit district,2371333
uttar-pradesh,2020,3,176651,mainpuri district,2844338
uttar-pradesh,2020,3,131597,kanpur dehat district,2432061
uttar-pradesh,2020,3,470090,jaunpur district,9596375
uttar-pradesh,2020,3,89293,kaushambi district,1463592
uttar-pradesh,2020,3,207549,hapur district,4271913
uttar-pradesh,2020,3,92148,hamirpur district,1593325
uttar-pradesh,2020,3,624570,meerut district,11216890
uttar-pradesh,2020,3,450042,mathura district,8334713
uttar-pradesh,2020,3,63813,chitrakoot district,1107947
uttar-pradesh,2020,3,109905,lalitpur district,1984885
uttar-pradesh,2020,3,211980,mau district,3522195
uttar-pradesh,2020,3,229009,mirzapur district,3873254
uttar-pradesh,2020,3,382144,bulandshahr district,7705483
uttar-pradesh,2020,3,216590,gonda district,4297700
uttar-pradesh,2020,3,340517,jhansi district,6542964
uttar-pradesh,2020,3,218583,chandauli district,3801210
uttar-pradesh,2020,3,165497,bhadohi district,3136062
uttar-pradesh,2020,3,265530,pratapgarh district,5036714
uttar-pradesh,2020,3,419510,saharanpur district,7614353
uttar-pradesh,2020,3,208489,bara banki district,3294064
uttar-pradesh,2020,3,558821,bareilly district,8528332
uttar-pradesh,2020,3,281113,sitapur district,3262320
uttar-pradesh,2020,3,218977,sultanpur district,3965223
uttar-pradesh,2020,3,822893,agra district,13709198
uttar-pradesh,2020,3,161230,fatehpur district,2433963
uttar-pradesh,2020,3,190989,rae bareli district,3062998
uttar-pradesh,2020,3,291115,firozabad district,4535491
uttar-pradesh,2020,3,309435,kheri district,3878339
uttar-pradesh,2020,3,661272,gorakhpur district,12200156
uttar-pradesh,2020,3,210513,unnao district,3242170
uttar-pradesh,2020,3,974228,prayagraj district,15657722
uttar-pradesh,2020,3,198688,sonbhadra district,4177900
uttar-pradesh,2020,3,373352,ghazipur district,6975372
uttar-pradesh,2020,3,165207,farrukhabad district,2675642
uttar-pradesh,2020,3,141507,kannauj district,2084687
uttar-pradesh,2020,3,421262,azamgarh district,7386152
uttar-pradesh,2020,3,271190,ayodhya district,4519954
uttar-pradesh,2020,3,355557,deoria district,7457098
uttar-pradesh,2020,3,1518450,ghaziabad district,32676386
uttar-pradesh,2020,4,193465,amethi district,3533542
uttar-pradesh,2020,4,196286,siddharthnagar district,4632822
uttar-pradesh,2020,4,149979,auraiya district,2911491
uttar-pradesh,2020,4,158974,sambhal district,2641035
uttar-pradesh,2020,4,1022768,kanpur nagar district,18929689
uttar-pradesh,2020,4,541762,aligarh district,10792014
uttar-pradesh,2020,4,79027,mahoba district,1335011
uttar-pradesh,2020,4,1684510,lucknow district,35210954
uttar-pradesh,2020,4,151391,sant kabeer nagar district,3271655
uttar-pradesh,2020,4,181527,hathras district,3495694
uttar-pradesh,2020,4,210856,budaun district,3306391
uttar-pradesh,2020,4,366253,moradabad district,6381613
uttar-pradesh,2020,4,403037,kushinagar district,9574230
uttar-pradesh,2020,4,191550,baghpat district,4294924
uttar-pradesh,2020,4,243863,shahjahanpur district,3648346
uttar-pradesh,2020,4,356175,muzaffarnagar district,6791215
uttar-pradesh,2020,4,239981,ambedkar nagar district,4170665
uttar-pradesh,2020,4,177840,bahraich district,2864530
uttar-pradesh,2020,4,180793,jalaun district,3330029
uttar-pradesh,2020,4,193633,rampur district,3151278
uttar-pradesh,2020,4,381096,ballia district,8196092
uttar-pradesh,2020,4,45237,shravasti district,753772
uttar-pradesh,2020,4,123544,kasganj district,2036634
uttar-pradesh,2020,4,1003989,varanasi district,17224553
uttar-pradesh,2020,4,2030178,gautam buddha nagar district,63536100
uttar-pradesh,2020,4,254542,basti district,5480133
uttar-pradesh,2020,4,149991,shamli district,2918405
uttar-pradesh,2020,4,258192,maharajganj district,5021689
uttar-pradesh,2020,4,197027,etawah district,3702188
uttar-pradesh,2020,4,168855,etah district,2945969
uttar-pradesh,2020,4,120914,banda district,1876737
uttar-pradesh,2020,4,351089,bijnor district,6245042
uttar-pradesh,2020,4,250349,hardoi district,3793848
uttar-pradesh,2020,4,117269,balrampur district,2330780
uttar-pradesh,2020,4,191119,amroha district,3731099
uttar-pradesh,2020,4,183285,pilibhit district,2616499
uttar-pradesh,2020,4,195376,mainpuri district,3314028
uttar-pradesh,2020,4,146458,kanpur dehat district,2964642
uttar-pradesh,2020,4,516171,jaunpur district,10512253
uttar-pradesh,2020,4,99316,kaushambi district,1654679
uttar-pradesh,2020,4,229889,hapur district,5410399
uttar-pradesh,2020,4,101258,hamirpur district,1763800
uttar-pradesh,2020,4,686266,meerut district,14049785
uttar-pradesh,2020,4,498292,mathura district,10441850
uttar-pradesh,2020,4,70900,chitrakoot district,1303176
uttar-pradesh,2020,4,121961,lalitpur district,2363109
uttar-pradesh,2020,4,233339,mau district,4123315
uttar-pradesh,2020,4,250009,mirzapur district,4345276
uttar-pradesh,2020,4,424578,bulandshahr district,9366205
uttar-pradesh,2020,4,241011,gonda district,4980669
uttar-pradesh,2020,4,372783,jhansi district,8318039
uttar-pradesh,2020,4,239906,chandauli district,4429904
uttar-pradesh,2020,4,181635,bhadohi district,3404779
uttar-pradesh,2020,4,292533,pratapgarh district,5618286
uttar-pradesh,2020,4,465256,saharanpur district,9485293
uttar-pradesh,2020,4,229762,bara banki district,3931291
uttar-pradesh,2020,4,611236,bareilly district,10242914
uttar-pradesh,2020,4,310665,sitapur district,3767672
uttar-pradesh,2020,4,239344,sultanpur district,4471257
uttar-pradesh,2020,4,900497,agra district,17201865
uttar-pradesh,2020,4,178261,fatehpur district,2749812
uttar-pradesh,2020,4,209697,rae bareli district,3506895
uttar-pradesh,2020,4,324392,firozabad district,5453314
uttar-pradesh,2020,4,348147,kheri district,4361683
uttar-pradesh,2020,4,722618,gorakhpur district,15236806
uttar-pradesh,2020,4,232426,unnao district,3840623
uttar-pradesh,2020,4,1059982,prayagraj district,20372785
uttar-pradesh,2020,4,217218,sonbhadra district,5007480
uttar-pradesh,2020,4,409921,ghazipur district,7983241
uttar-pradesh,2020,4,182995,farrukhabad district,3198914
uttar-pradesh,2020,4,156055,kannauj district,2459812
uttar-pradesh,2020,4,463173,azamgarh district,8312356
uttar-pradesh,2020,4,296721,ayodhya district,5369147
uttar-pradesh,2020,4,391411,deoria district,9021020
uttar-pradesh,2020,4,1647330,ghaziabad district,41205756
uttar-pradesh,2021,1,209408,amethi district,3797616
