States,Years,Quarter,Transaction_Type,Transaction_Amount,Transaction_Count
assam,2021,3,Merchant payments,8208706348.034584,7431371
assam,2021,3,Financial Services,43889820.495989755,39479
assam,2021,3,Others,67715045.34317216,131732
assam,2021,4,Peer-to-peer payments,86801625126.53499,21393962
assam,2021,4,Merchant payments,13378765005.905182,12895755
assam,2021,4,Recharge & bill payments,3842004488.3733196,11484376
assam,2021,4,Financial Services,65456475.826191336,60724
assam,2021,4,Others,97116796.57575196,185544
assam,2022,1,Peer-to-peer payments,108855352347.44865,27156085
assam,2022,1,Merchant payments,18833132506.022354,19011883
assam,2022,1,Recharge & bill payments,4424035840.366192,12474674
assam,2022,1,Financial Services,73257991.39188361,68432
assam,2022,1,Others,94659207.47378007,178812
assam,2022,2,Peer-to-peer payments,123829913105.31845,33879530
assam,2022,2,Merchant payments,24333260089.826862,28377534
assam,2022,2,Recharge & bill payments,4814695679.877083,13858113
assam,2022,2,Financial Services,55549153.74320389,50785
assam,2022,2,Others,77624058.0178437,168763
assam,2022,3,Peer-to-peer payments,127264703851.96637,37000266
assam,2022,3,Merchant payments,28789992307.161205,34935460
assam,2022,3,Recharge & bill payments,5295136932.037907,13974568
assam,2022,3,Financial Services,62882386.459812224,65066
assam,2022,3,Others,76363577.27323309,138451
assam,2022,4,Peer-to-peer payments,150693397669.18314,44828832
assam,2022,4,Merchant payments,36033810141.574844,43605784
assam,2022,4,Recharge & bill payments,5773980885.270762,15344794
assam,2022,4,Financial Services,75960367.91633397,74414
assam,2022,4,Others,76370123.60102956,127443
assam,2023,1,Merchant payments,39416860194.0,48987048
assam,2023,1,Peer-to-peer payments,166509153749.0,48461200
assam,2023,1,Recharge & bill payments,6266406177.0,16113464
assam,2023,1,Financial Services,86978703.0,82270
assam,2023,1,Others,74768264.0,116656
assam,2023,2,Merchant payments,45515248236.0,62403711
assam,2023,2,Peer-to-peer payments,182809282981.0,57852989
assam,2023,2,Recharge & bill payments,6631355080.0,17858409
assam,2023,2,Financial Services,84797972.0,81172
assam,2023,2,Others,70104514.0,94672
assam,2023,3,Merchant payments,51533166362.0,82126315
assam,2023,3,Peer-to-peer payments,185030502675.0,66737077
assam,2023,3,Recharge & bill payments,7310558505.0,18524152
assam,2023,3,Financial Services,118529318.0,105975
assam,2023,3,Others,65257542.0,81832
bihar,2018,1,Recharge & bill payments,375559206.7727593,3159922
bihar,2018,1,Peer-to-peer payments,5295346761.45083,2052089
bihar,2018,1,Financial Services,33999413.87739952,194295
bihar,2018,1,Merchant payments,139827755.73655012,138885
bihar,2018,1,Others,201025034.17960182,279111
bihar,2018,2,Recharge & bill payments,700649777.0602969,4346849
bihar,2018,2,Peer-to-peer payments,12141448845.077621,3447898
bihar,2018,2,Merchant payments,318571872.8216527,311487
bihar,2018,2,Financial Services,45332532.096432865,267433
bihar,2018,2,Others,300128082.6160458,258711
bihar,2018,3,Peer-to-peer payments,18695889187.89432,8893764
bihar,2018,3,Recharge & bill payments,804061398.5166465,4401439
bihar,2018,3,Merchant payments,367608510.7261781,586862
bihar,2018,3,Financial Services,33276460.45213346,274510
bihar,2018,3,Others,234968821.31206354,211229
bihar,2018,4,Peer-to-peer payments,26224303882.80399,8094296
bihar,2018,4,Recharge & bill payments,986310785.0093702,5469096
bihar,2018,4,Merchant payments,848968693.0665624,1680664
bihar,2018,4,Financial Services,36199427.51318769,237247
bihar,2018,4,Others,302214380.18458414,251098
bihar,2019,1,Peer-to-peer payments,38824078062.32093,16807040
bihar,2019,1,Recharge & bill payments,1333688182.5386746,7036367
bihar,2019,1,Merchant payments,1024996999.5279309,2055267
bihar,2019,1,Financial Services,28599535.734409343,204689
bihar,2019,1,Others,291464734.4043106,252871
bihar,2019,2,Peer-to-peer payments,58381285240.80835,15837449
bihar,2019,2,Recharge & bill payments,1996804238.2749753,9279442
bihar,2019,2,Merchant payments,2308145849.844257,4365465
bihar,2019,2,Financial Services,63338108.53755434,129603
bihar,2019,2,Others,382864846.0767575,348520
bihar,2019,3,Peer-to-peer payments,61831776093.09613,15446119
bihar,2019,3,Recharge & bill payments,2140566974.705637,9115040
bihar,2019,3,Merchant payments,3413490288.3137074,7206001
bihar,2019,3,Financial Services,20145460.42764103,89997
bihar,2019,3,Others,286804437.7358033,282743
bihar,2019,4,Peer-to-peer payments,86340631422.24606,26337842
bihar,2019,4,Recharge & bill payments,2649616529.830146,11358597
bihar,2019,4,Merchant payments,4177574379.0405855,5519582
bihar,2019,4,Financial Services,18815964.761792127,100192
bihar,2019,4,Others,126788281.9306988,214101
bihar,2020,1,Peer-to-peer payments,99873688132.9031,23163922
bihar,2020,1,Recharge & bill payments,3680590624.9006104,13837430
bihar,2020,1,Merchant payments,5562692116.5708065,7822567
bihar,2020,1,Financial Services,23954789.407903705,57233
bihar,2020,1,Others,115927863.46366584,200663
bihar,2020,2,Peer-to-peer payments,116244368941.33606,26572651
bihar,2020,2,Recharge & bill payments,5642294772.453551,19522564
bihar,2020,2,Merchant payments,6760404421.62296,7011681
bihar,2020,2,Financial Services,54077813.2606806,73119
bihar,2020,2,Others,105377680.17075577,206727
bihar,2020,3,Peer-to-peer payments,153664683751.53278,37294332
bihar,2020,3,Recharge & bill payments,6313780616.601829,19027978
bihar,2020,3,Merchant payments,13111735855.02769,14777337
bihar,2020,3,Financial Services,81355476.16367023,104135
bihar,2020,3,Others,157309412.49242482,299966
bihar,2020,4,Peer-to-peer payments,208484557891.42865,49432098
bihar,2020,4,Merchant payments,23185594534.30522,26750991
bihar,2020,4,Recharge & bill payments,6926960996.688756,19908687
bihar,2020,4,Financial Services,100785736.00790763,119416
bihar,2020,4,Others,207713978.04223877,380481
bihar,2021,1,Peer-to-peer payments,242013312361.31104,58566582
bihar,2021,1,Merchant payments,30171144593.369873,33959313
bihar,2021,1,Recharge & bill payments,8505455545.448764,21974086
bihar,2021,1,Financial Services,112949858.25028673,124277
bihar,2021,1,Others,170787342.8481179,308219
bihar,2021,2,Peer-to-peer payments,319758683264.15344,78694099
bihar,2021,2,Merchant payments,43458914639.77138,44686786
bihar,2021,2,Recharge & bill payments,11030849713.502428,31646149
bihar,2021,2,Financial Services,116086345.91301711,149791
bihar,2021,2,Others,215721223.2386405,426797
bihar,2021,3,Peer-to-peer payments,331514102784.2631,92785704
bihar,2021,3,Merchant payments,53849745604.9643,64094961
bihar,2021,3,Recharge & bill payments,11327303470.019915,30081746
bihar,2021,3,Financial Services,130349071.61901987,135748
bihar,2021,3,Others,241260025.54569885,572954
bihar,2021,4,Peer-to-peer payments,423665098014.2792,117340712
bihar,2021,4,Merchant payments,81729122295.53772,95992559
bihar,2021,4,Recharge & bill payments,13438634948.212643,30824177
bihar,2021,4,Financial Services,173358268.82083318,186298
bihar,2021,4,Others,365400541.9114517,783199
bihar,2022,1,Peer-to-peer payments,500024806542.69324,138085265
bihar,2022,1,Merchant payments,95507710275.50963,114892163
bihar,2022,1,Recharge & bill payments,15431605247.390364,30545266
bihar,2022,1,Financial Services,148088975.22896564,169722
bihar,2022,1,Others,299484690.3236611,698018
bihar,2022,2,Peer-to-peer payments,610448610667.7207,164119431
bihar,2022,2,Merchant payments,126423430586.42947,158289353
bihar,2022,2,Recharge & bill payments,17225668601.948982,36950622
bihar,2022,2,Financial Services,116203820.91131489,124199
bihar,2022,2,Others,247541289.12967217,661424
bihar,2022,3,Merchant payments,137873615624.72937,198273336
bihar,2022,3,Peer-to-peer payments,632747186972.1919,192304951
bihar,2022,3,Recharge & bill payments,20417791249.028316,46044353
bihar,2022,3,Financial Services,161987346.1868727,179533
bihar,2022,3,Others,245905365.7791165,565212
bihar,2022,4,Merchant payments,172924170171.63205,243777692
bihar,2022,4,Peer-to-peer payments,739870172148.0806,225487662
bihar,2022,4,Recharge & bill payments,22729599211.247635,47054083
bihar,2022,4,Financial Services,199208429.5113938,205989
bihar,2022,4,Others,288999714.3604311,559223
bihar,2023,1,Merchant payments,175053265606.0,251601655
bihar,2023,1,Peer-to-peer payments,836428049163.0,245677870
bihar,2023,1,Recharge & bill payments,27372239431.0,49781169
bihar,2023,1,Financial Services,158138446.0,194601
bihar,2023,1,Others,265267298.0,575900
bihar,2023,2,Merchant payments,214402873623.0,330603039
bihar,2023,2,Peer-to-peer payments,980139698305.0,293616270
bihar,2023,2,Recharge & bill payments,31064849666.0,58928748
bihar,2023,2,Financial Services,190366037.0,211722
bihar,2023,2,Others,248957759.0,573315
bihar,2023,3,Merchant payments,206648202575.0,361940401
bihar,2023,3,Peer-to-peer payments,908446322767.0,311779356
bihar,2023,3,Recharge & bill payments,32565513931.0,59732275
bihar,2023,3,Financial Services,277782677.0,270376
bihar,2023,3,Others,215541416.0,516343
chandigarh,2018,1,Recharge & bill payments,47479581.16264416,201262
chandigarh,2018,1,Peer-to-peer payments,527998849.34055936,135136
chandigarh,2018,1,Merchant payments,19477066.533276718,21431
chandigarh,2018,1,Financial Services,1865618.249949839,8473
chandigarh,2018,1,Others,16614305.58119321,15593
chandigarh,2018,2,Recharge & bill payments,76722906.67871952,224548
chandigarh,2018,2,Peer-to-peer payments,835296156.4220204,194627
chandigarh,2018,2,Merchant payments,29408471.506333277,34606
chandigarh,2018,2,Financial Services,3679451.8635118967,11927
chandigarh,2018,2,Others,16116275.274144217,13376
chandigarh,2018,3,Peer-to-peer payments,1217617705.9681761,295358
chandigarh,2018,3,Recharge & bill payments,100639674.6708905,236445
chandigarh,2018,3,Merchant payments,37560565.97386869,64998
chandigarh,2018,3,Financial Services,1302311.5967954171,7642
chandigarh,2018,3,Others,12234189.324580798,12493
chandigarh,2018,4,Peer-to-peer payments,1793871702.3196409,431461
chandigarh,2018,4,Recharge & bill payments,128130475.99274208,310527
chandigarh,2018,4,Merchant payments,94010713.60616027,135266
chandigarh,2018,4,Financial Services,2039811.3372037038,10008
chandigarh,2018,4,Others,14538888.5242277,17854
chandigarh,2019,1,Peer-to-peer payments,2123866601.6513758,689400
chandigarh,2019,1,Recharge & bill payments,161414934.10238376,390610
chandigarh,2019,1,Merchant payments,97230471.44089967,169984
chandigarh,2019,1,Financial Services,917030.9066760786,7412
chandigarh,2019,1,Others,12603012.342693318,17070
chandigarh,2019,2,Peer-to-peer payments,2339922407.523348,604849
chandigarh,2019,2,Recharge & bill payments,185659011.54417655,342294
chandigarh,2019,2,Merchant payments,152766864.66190332,277811
chandigarh,2019,2,Financial Services,839765.161351582,5590
chandigarh,2019,2,Others,13928050.053676538,21926
chandigarh,2019,3,Peer-to-peer payments,2815184152.8041325,722233
chandigarh,2019,3,Merchant payments,226535908.8355719,447069
chandigarh,2019,3,Recharge & bill payments,213884900.47217816,308219
chandigarh,2019,3,Financial Services,794918.674981478,2447
chandigarh,2019,3,Others,13282206.873976795,26575
chandigarh,2019,4,Peer-to-peer payments,3586763928.6423693,927850
chandigarh,2019,4,Merchant payments,318692521.79224944,561630
chandigarh,2019,4,Recharge & bill payments,237695594.96329552,338203
chandigarh,2019,4,Financial Services,654298.6785004465,1911
chandigarh,2019,4,Others,8707473.86293627,21321
chandigarh,2020,1,Peer-to-peer payments,4421372542.468033,1087401
chandigarh,2020,1,Merchant payments,438193845.4527705,764832
chandigarh,2020,1,Recharge & bill payments,257250007.2445577,389851
chandigarh,2020,1,Financial Services,1406138.1883251297,1574
chandigarh,2020,1,Others,8230536.662513691,18853
chandigarh,2020,2,Peer-to-peer payments,3293060119.5471582,766698
chandigarh,2020,2,Merchant payments,331423259.0003719,390906
chandigarh,2020,2,Recharge & bill payments,214425229.3354035,361577
chandigarh,2020,2,Financial Services,3982005.1176844486,1797
chandigarh,2020,2,Others,4125116.689457224,7032
chandigarh,2020,3,Peer-to-peer payments,4178346395.412492,981986
chandigarh,2020,3,Merchant payments,604271248.9262259,796634
chandigarh,2020,3,Recharge & bill payments,296964794.9657042,366353
chandigarh,2020,3,Financial Services,5254415.457263877,2643
chandigarh,2020,3,Others,4972498.603385328,10470
chandigarh,2020,4,Merchant payments,939307675.8510206,1322026
chandigarh,2020,4,Peer-to-peer payments,4872318731.339843,1159377
chandigarh,2020,4,Recharge & bill payments,320731281.94750684,409997
chandigarh,2020,4,Financial Services,4400109.748752326,3346
chandigarh,2020,4,Others,10005102.462219946,17970
chandigarh,2021,1,Merchant payments,1210594490.0981498,1799072
chandigarh,2021,1,Peer-to-peer payments,5916467167.303293,1472084
chandigarh,2021,1,Recharge & bill payments,451109555.33889335,678396
chandigarh,2021,1,Financial Services,7700394.761505902,5111
chandigarh,2021,1,Others,10549252.044153867,15574
chandigarh,2021,2,Merchant payments,1390989390.7789688,1926913
chandigarh,2021,2,Peer-to-peer payments,6541132352.922333,1663559
chandigarh,2021,2,Recharge & bill payments,467698864.6672056,806710
chandigarh,2021,2,Financial Services,7394941.032842191,5502
chandigarh,2021,2,Others,10458390.53475552,14863
chandigarh,2021,3,Merchant payments,2245390329.2047896,3179506
chandigarh,2021,3,Peer-to-peer payments,8927868098.340746,2434417
chandigarh,2021,3,Recharge & bill payments,620437997.3899603,1008585
chandigarh,2021,3,Financial Services,7960844.903971832,5700
chandigarh,2021,3,Others,14225734.853836158,21170
chandigarh,2021,4,Merchant payments,3041038519.8233976,4056249
chandigarh,2021,4,Peer-to-peer payments,10610461952.107159,2797561
chandigarh,2021,4,Recharge & bill payments,693790747.2429855,1013153
chandigarh,2021,4,Financial Services,10459431.863661807,7038
chandigarh,2021,4,Others,17832859.58125159,24902
chandigarh,2022,1,Merchant payments,3264574793.4564357,4511757
chandigarh,2022,1,Peer-to-peer payments,11150701028.605722,3012464
chandigarh,2022,1,Recharge & bill payments,731347957.2152067,1046187
chandigarh,2022,1,Financial Services,13538635.562948208,7228
chandigarh,2022,1,Others,14829134.999686666,22855
chandigarh,2022,2,Merchant payments,3919372475.5605655,6136803
chandigarh,2022,2,Peer-to-peer payments,12549248085.111443,3489382
chandigarh,2022,2,Recharge & bill payments,792957088.5933374,1119367
chandigarh,2022,2,Financial Services,8943857.181076445,6673
chandigarh,2022,2,Others,12978651.924569944,20264
chandigarh,2022,3,Merchant payments,4713972532.82215,7665907
chandigarh,2022,3,Peer-to-peer payments,14788179156.481958,4423590
chandigarh,2022,3,Recharge & bill payments,1033530639.9360826,1360342
chandigarh,2022,3,Financial Services,9918740.020967592,8868
chandigarh,2022,3,Others,14156668.144691642,19466
chandigarh,2022,4,Merchant payments,6570336079.954211,10170372
chandigarh,2022,4,Peer-to-peer payments,20013621495.89691,5951989
chandigarh,2022,4,Recharge & bill payments,1267654269.1590745,1749647
chandigarh,2022,4,Financial Services,12000766.356404984,10778
chandigarh,2022,4,Others,16141955.57281622,22054
chandigarh,2023,1,Merchant payments,3374931077.0,6460913
chandigarh,2023,1,Peer-to-peer payments,8623572416.0,2634119
chandigarh,2023,1,Recharge & bill payments,803831354.0,700479
chandigarh,2023,1,Financial Services,12527258.0,8163
chandigarh,2023,1,Others,10032289.0,11931
chandigarh,2023,2,Merchant payments,3820964178.0,7747501
chandigarh,2023,2,Peer-to-peer payments,9726960611.0,3048793
chandigarh,2023,2,Recharge & bill payments,845159777.0,737650
chandigarh,2023,2,Financial Services,11723572.0,8262
chandigarh,2023,2,Others,9600612.0,11481
chandigarh,2023,3,Merchant payments,4339437634.0,8849667
chandigarh,2023,3,Peer-to-peer payments,10182027091.0,3410620
chandigarh,2023,3,Recharge & bill payments,877282807.0,771020
chandigarh,2023,3,Financial Services,19516305.0,10756
chandigarh,2023,3,Others,8519474.0,10102
chhattisgarh,2018,1,Recharge & bill payments,206518662.81014803,1177618
chhattisgarh,2018,1,Peer-to-peer payments,1838238336.1663632,550697
chhattisgarh,2018,1,Merchant payments,39708474.15869055,42411
chhattisgarh,2018,1,Financial Services,7350624.274461515,33002
chhattisgarh,2018,1,Others,57339459.82710209,87786
chhattisgarh,2018,2,Recharge & bill payments,351709628.0901169,1643461
chhattisgarh,2018,2,Peer-to-peer payments,3703114547.658351,933066
