States,Years,Quarter,Transaction_Type,Transaction_Amount,Transaction_Count
karnataka,2022,2,Recharge & bill payments,50583781089.16758,91137091
karnataka,2022,2,Financial Services,545330283.2377212,351688
karnataka,2022,2,Others,670434289.8797817,941042
karnataka,2022,3,Merchant payments,333606445776.6083,704609552
karnataka,2022,3,Peer-to-peer payments,1282604186671.1763,404084880
karnataka,2022,3,Recharge & bill payments,48539011844.07969,79979546
karnataka,2022,3,Financial Services,558132533.414458,361312
karnataka,2022,3,Others,610455785.7449958,726038
karnataka,2022,4,Merchant payments,380643835280.23364,830157371
karnataka,2022,4,Peer-to-peer payments,1468087523889.2769,460041715
karnataka,2022,4,Recharge & bill payments,54445900607.2116,87517348
karnataka,2022,4,Financial Services,650217624.1227758,426795
karnataka,2022,4,Others,689145506.798728,767142
karnataka,2023,1,Merchant payments,476183911608.0,1130908170
karnataka,2023,1,Peer-to-peer payments,1908849346648.0,596731227
karnataka,2023,1,Recharge & bill payments,83516906348.0,115567496
karnataka,2023,1,Financial Services,829191703.0,541652
karnataka,2023,1,Others,847870010.0,948644
karnataka,2023,2,Merchant payments,553947152559.0,1282439025
karnataka,2023,2,Peer-to-peer payments,2131661599812.0,655334370
karnataka,2023,2,Recharge & bill payments,90352839418.0,128708109
karnataka,2023,2,Financial Services,870214613.0,564180
karnataka,2023,2,Others,767292428.0,821842
karnataka,2023,3,Merchant payments,620261083051.0,1502087676
karnataka,2023,3,Peer-to-peer payments,2267342578479.0,733741628
karnataka,2023,3,Recharge & bill payments,96428751649.0,131971913
karnataka,2023,3,Financial Services,1117575810.0,680721
karnataka,2023,3,Others,730906598.0,780364
kerala,2018,1,Recharge & bill payments,157311821.37585658,988774
kerala,2018,1,Peer-to-peer payments,2107288314.3025222,600205
kerala,2018,1,Merchant payments,82919383.04571173,72164
kerala,2018,1,Financial Services,7957491.901965583,40170
kerala,2018,1,Others,47197742.47444939,70067
kerala,2018,2,Recharge & bill payments,248080143.25702396,1230869
kerala,2018,2,Peer-to-peer payments,3436199589.077317,848291
kerala,2018,2,Merchant payments,144501582.04666698,131217
kerala,2018,2,Financial Services,12355589.34361695,41100
kerala,2018,2,Others,45786439.71799916,56688
kerala,2018,3,Peer-to-peer payments,4823239268.279744,1425259
kerala,2018,3,Recharge & bill payments,296352497.34099543,1407588
kerala,2018,3,Merchant payments,160705488.6023575,210974
kerala,2018,3,Financial Services,6170643.387882499,37286
kerala,2018,3,Others,36557326.26447625,53241
kerala,2018,4,Peer-to-peer payments,6959805154.570259,2073960
kerala,2018,4,Recharge & bill payments,351296525.29857576,1679897
kerala,2018,4,Merchant payments,378857199.6490426,417114
kerala,2018,4,Financial Services,10063656.726067666,75084
kerala,2018,4,Others,47338700.56846385,64599
kerala,2019,1,Peer-to-peer payments,9314451112.085835,3601116
kerala,2019,1,Recharge & bill payments,498453895.947243,2180915
kerala,2019,1,Merchant payments,371997848.20066386,550707
kerala,2019,1,Financial Services,7808573.898364296,77652
kerala,2019,1,Others,42319704.717572376,58649
kerala,2019,2,Peer-to-peer payments,11630623424.131498,3519528
kerala,2019,2,Recharge & bill payments,768892057.7982787,2711299
kerala,2019,2,Merchant payments,569545842.9998999,937130
kerala,2019,2,Financial Services,5823291.622642939,38869
kerala,2019,2,Others,56486944.633225575,77000
kerala,2019,3,Peer-to-peer payments,14433990011.32079,4181954
kerala,2019,3,Recharge & bill payments,1051007778.3129579,3431236
kerala,2019,3,Merchant payments,879510566.1106174,1497029
kerala,2019,3,Financial Services,8910528.723410578,96130
kerala,2019,3,Others,56390837.59670959,79747
kerala,2019,4,Peer-to-peer payments,18537483865.44591,5859068
kerala,2019,4,Recharge & bill payments,1287955351.6647906,4097032
kerala,2019,4,Merchant payments,1268704040.100692,2418428
kerala,2019,4,Financial Services,10816332.760911917,50728
kerala,2019,4,Others,46367047.83244334,73381
kerala,2020,1,Peer-to-peer payments,22862907701.60516,6634439
kerala,2020,1,Recharge & bill payments,1716538277.3696735,5507580
kerala,2020,1,Merchant payments,1810329140.1843734,3485036
kerala,2020,1,Financial Services,17160614.593254916,38050
kerala,2020,1,Others,44149097.18179157,68417
kerala,2020,2,Recharge & bill payments,2452435028.9249372,7709714
kerala,2020,2,Peer-to-peer payments,21309983654.739,5603046
kerala,2020,2,Merchant payments,2075701451.3627596,2888260
kerala,2020,2,Financial Services,32921115.845954426,40501
kerala,2020,2,Others,23037227.727544237,46446
kerala,2020,3,Peer-to-peer payments,33346812213.798676,8590587
kerala,2020,3,Recharge & bill payments,2688361345.204546,7932950
kerala,2020,3,Merchant payments,4016995193.6035366,5065205
kerala,2020,3,Financial Services,76828720.82445312,94130
kerala,2020,3,Others,35153178.52298187,75808
kerala,2020,4,Peer-to-peer payments,45686395927.74489,12941135
kerala,2020,4,Merchant payments,7695667406.723909,10990709
kerala,2020,4,Recharge & bill payments,3238199947.525463,9167428
kerala,2020,4,Financial Services,69202344.44095232,73833
kerala,2020,4,Others,65791020.57617174,115082
kerala,2021,1,Peer-to-peer payments,55336812492.74641,16209203
kerala,2021,1,Merchant payments,10058436408.184261,16105923
kerala,2021,1,Recharge & bill payments,3732534739.0436296,9837385
kerala,2021,1,Financial Services,69655547.76092248,68012
kerala,2021,1,Others,63530974.15939384,95819
kerala,2021,2,Peer-to-peer payments,58152644526.04467,17026648
kerala,2021,2,Merchant payments,11263178335.980885,16135060
kerala,2021,2,Recharge & bill payments,4645548909.798975,13809151
kerala,2021,2,Financial Services,88370679.95309764,88830
kerala,2021,2,Others,77063984.37888283,131344
kerala,2021,3,Merchant payments,17877677018.10737,25402350
kerala,2021,3,Peer-to-peer payments,78598482305.73877,23378091
kerala,2021,3,Recharge & bill payments,5008396079.412957,13979407
kerala,2021,3,Financial Services,101460242.2623948,85730
kerala,2021,3,Others,100146127.60812962,182688
kerala,2021,4,Merchant payments,24589454633.018272,38574904
kerala,2021,4,Peer-to-peer payments,92774490034.55844,29075528
kerala,2021,4,Recharge & bill payments,5689390023.204552,13781815
kerala,2021,4,Financial Services,128238698.74055986,108232
kerala,2021,4,Others,160563553.84187678,283262
kerala,2022,1,Merchant payments,28685388646.415367,47778743
kerala,2022,1,Peer-to-peer payments,104623270223.31714,33089518
kerala,2022,1,Recharge & bill payments,6373570715.969071,14042317
kerala,2022,1,Financial Services,158926455.91425735,134370
kerala,2022,1,Others,147786423.0782508,236017
kerala,2022,2,Merchant payments,34395023155.77253,55730158
kerala,2022,2,Peer-to-peer payments,112813716119.4625,35630060
kerala,2022,2,Recharge & bill payments,7230489227.091859,14701207
kerala,2022,2,Financial Services,133436809.9132271,110336
kerala,2022,2,Others,123664236.88435228,193561
kerala,2022,3,Merchant payments,37852759989.759125,64984061
kerala,2022,3,Peer-to-peer payments,116414003145.11606,38774832
kerala,2022,3,Recharge & bill payments,7709237374.351864,15289755
kerala,2022,3,Financial Services,162861560.07391134,146673
kerala,2022,3,Others,121557246.12854591,167583
kerala,2022,4,Merchant payments,40607857085.646095,74647115
kerala,2022,4,Peer-to-peer payments,124564727703.60559,42471676
kerala,2022,4,Recharge & bill payments,8075692517.275558,15520670
kerala,2022,4,Financial Services,191307058.1462068,164334
kerala,2022,4,Others,120224235.03622031,156673
kerala,2023,1,Merchant payments,44370168231.0,84583249
kerala,2023,1,Peer-to-peer payments,138477919269.0,46080274
kerala,2023,1,Recharge & bill payments,10446589963.0,16629085
kerala,2023,1,Financial Services,201389795.0,160843
kerala,2023,1,Others,141022419.0,168114
kerala,2023,2,Merchant payments,49220348954.0,90195971
kerala,2023,2,Peer-to-peer payments,146558117198.0,48068911
kerala,2023,2,Recharge & bill payments,11702913951.0,17613119
kerala,2023,2,Financial Services,193012060.0,162540
kerala,2023,2,Others,122278822.0,130076
kerala,2023,3,Merchant payments,54395884988.0,100971920
kerala,2023,3,Peer-to-peer payments,153333984681.0,51765006
kerala,2023,3,Recharge & bill payments,12247443070.0,17617414
kerala,2023,3,Financial Services,243267285.0,186185
kerala,2023,3,Others,112033305.0,118126
ladakh,2018,1,Recharge & bill payments,927250.7143707818,3550
ladakh,2018,1,Peer-to-peer payments,10767803.999610368,1752
ladakh,2018,1,Merchant payments,369327.62555241917,320
ladakh,2018,1,Financial Services,274283.17576680594,132
ladakh,2018,1,Others,194192.25581440225,335
ladakh,2018,2,Recharge & bill payments,2417434.2729015187,8075
ladakh,2018,2,Peer-to-peer payments,42638443.11997231,5667
ladakh,2018,2,Merchant payments,1761366.2964342085,724
ladakh,2018,2,Financial Services,127324.6279709443,151
ladakh,2018,2,Others,390334.220462498,393
ladakh,2018,3,Recharge & bill payments,4676712.344045115,13136
ladakh,2018,3,Peer-to-peer payments,77085890.57395566,10133
ladakh,2018,3,Merchant payments,2016579.2506718007,1168
ladakh,2018,3,Financial Services,69317.12287872119,84
ladakh,2018,3,Others,242477.8532947429,343
ladakh,2018,4,Recharge & bill payments,5701932.895454288,16650
ladakh,2018,4,Peer-to-peer payments,123611779.58930421,15939
ladakh,2018,4,Merchant payments,5082666.820758243,1881
ladakh,2018,4,Financial Services,94604.73391846984,142
ladakh,2018,4,Others,1031858.4532022325,599
ladakh,2019,1,Peer-to-peer payments,139715922.1887053,22076
ladakh,2019,1,Recharge & bill payments,7186109.182288248,20014
ladakh,2019,1,Merchant payments,4967122.4999400275,3238
ladakh,2019,1,Financial Services,111851.02856430915,114
ladakh,2019,1,Others,878916.0496292994,703
ladakh,2019,2,Peer-to-peer payments,240305709.92824298,34202
ladakh,2019,2,Recharge & bill payments,10116773.366134495,25357
ladakh,2019,2,Merchant payments,7726519.367758205,8220
ladakh,2019,2,Financial Services,113767.09768193656,86
ladakh,2019,2,Others,992737.2376073576,907
ladakh,2019,3,Peer-to-peer payments,303596367.67958534,43198
ladakh,2019,3,Recharge & bill payments,18054746.121448334,41491
ladakh,2019,3,Merchant payments,8096082.971229901,6963
ladakh,2019,3,Financial Services,148633.29469977494,48
ladakh,2019,3,Others,1233697.1268589406,696
ladakh,2019,4,Peer-to-peer payments,298044908.5075786,42095
ladakh,2019,4,Recharge & bill payments,16510212.100753112,35467
ladakh,2019,4,Merchant payments,8717893.899929387,6522
ladakh,2019,4,Financial Services,162760.63254625077,46
ladakh,2019,4,Others,1253584.887304229,576
ladakh,2020,1,Peer-to-peer payments,339551900.3873952,51560
ladakh,2020,1,Recharge & bill payments,23010664.72023286,49801
ladakh,2020,1,Merchant payments,13338124.271892821,14264
ladakh,2020,1,Financial Services,583108.9455483773,204
ladakh,2020,1,Others,1155879.120674257,590
ladakh,2020,2,Recharge & bill payments,32087339.266190995,70601
ladakh,2020,2,Peer-to-peer payments,470749365.09816045,68450
ladakh,2020,2,Merchant payments,19679330.186414924,15132
ladakh,2020,2,Financial Services,786069.1630768818,337
ladakh,2020,2,Others,490894.93818109273,490
ladakh,2020,3,Peer-to-peer payments,751333715.2896031,108345
ladakh,2020,3,Recharge & bill payments,40380074.55014179,81623
ladakh,2020,3,Merchant payments,40538778.75651745,36861
ladakh,2020,3,Financial Services,2334917.7832646337,621
ladakh,2020,3,Others,900013.678666259,772
ladakh,2020,4,Peer-to-peer payments,985814864.3429123,151582
ladakh,2020,4,Recharge & bill payments,44185250.8636451,94133
ladakh,2020,4,Merchant payments,77511378.30739444,83868
ladakh,2020,4,Financial Services,1965054.5898611392,729
ladakh,2020,4,Others,2486922.4041473325,1822
ladakh,2021,1,Peer-to-peer payments,869999786.1513934,141894
ladakh,2021,1,Recharge & bill payments,35459532.4121063,72719
ladakh,2021,1,Merchant payments,74977913.47237433,58875
ladakh,2021,1,Financial Services,1455016.148284281,629
ladakh,2021,1,Others,1527565.0627209258,1298
ladakh,2021,2,Peer-to-peer payments,1259044412.4358737,209818
ladakh,2021,2,Recharge & bill payments,44754721.82815341,95458
ladakh,2021,2,Merchant payments,119608470.0411553,92078
ladakh,2021,2,Financial Services,1756762.1471181023,755
ladakh,2021,2,Others,2094729.0180191218,1607
ladakh,2021,3,Peer-to-peer payments,1917311078.1287262,330919
ladakh,2021,3,Merchant payments,233260756.5088715,135108
ladakh,2021,3,Recharge & bill payments,58750081.8151172,121856
ladakh,2021,3,Financial Services,1911625.5446910746,900
ladakh,2021,3,Others,2751201.9371823343,2204
ladakh,2021,4,Peer-to-peer payments,1804428550.1884875,337120
ladakh,2021,4,Merchant payments,284786365.9296017,169110
ladakh,2021,4,Recharge & bill payments,58403893.47253243,120607
ladakh,2021,4,Financial Services,3068708.947120995,912
ladakh,2021,4,Others,2847620.2425241945,2438
ladakh,2022,1,Peer-to-peer payments,1685241980.664183,343041
ladakh,2022,1,Merchant payments,279354508.988595,167100
ladakh,2022,1,Recharge & bill payments,56203999.28920926,116486
ladakh,2022,1,Financial Services,2023327.6779848374,1247
ladakh,2022,1,Others,2217102.222236882,2141
ladakh,2022,2,Peer-to-peer payments,2941624382.277109,608870
ladakh,2022,2,Merchant payments,508439376.68091977,346146
ladakh,2022,2,Recharge & bill payments,88531677.99442025,158996
ladakh,2022,2,Financial Services,2487560.1853386,1585
ladakh,2022,2,Others,2235180.8584825676,2476
ladakh,2022,3,Peer-to-peer payments,2955729492.4985514,659896
ladakh,2022,3,Merchant payments,551472983.879604,367022
ladakh,2022,3,Recharge & bill payments,94288872.34747365,160269
ladakh,2022,3,Financial Services,1815866.8961950848,1555
ladakh,2022,3,Others,1892134.7520804727,2116
ladakh,2022,4,Peer-to-peer payments,2350047971.603546,559259
ladakh,2022,4,Merchant payments,462189599.28430265,382456
ladakh,2022,4,Recharge & bill payments,79767790.98577228,138793
ladakh,2022,4,Financial Services,1198715.2123450316,1248
ladakh,2022,4,Others,1273495.592982805,1616
ladakh,2023,1,Peer-to-peer payments,3112641857.0,796687
ladakh,2023,1,Merchant payments,601420766.0,561734
ladakh,2023,1,Recharge & bill payments,129440564.0,204592
ladakh,2023,1,Financial Services,3389191.0,1610
ladakh,2023,1,Others,2128920.0,2623
ladakh,2023,2,Peer-to-peer payments,5891146705.0,1479909
ladakh,2023,2,Merchant payments,1074373616.0,1121362
ladakh,2023,2,Recharge & bill payments,218229701.0,337017
ladakh,2023,2,Financial Services,4432032.0,1885
ladakh,2023,2,Others,2921832.0,3642
ladakh,2023,3,Peer-to-peer payments,6563524375.0,1781959
ladakh,2023,3,Merchant payments,1424016428.0,1429581
ladakh,2023,3,Recharge & bill payments,245485697.0,402319
ladakh,2023,3,Financial Services,14887998.0,3579
ladakh,2023,3,Others,2657745.0,3928
lakshadweep,2018,1,Peer-to-peer payments,1860278.2784597143,423
lakshadweep,2018,1,Recharge & bill payments,61432.04938505074,342
lakshadweep,2018,1,Merchant payments,590.7505138175776,5
lakshadweep,2018,1,Others,6310.102519157715,8
lakshadweep,2018,2,Peer-to-peer payments,5757123.079919379,1315
lakshadweep,2018,2,Recharge & bill payments,353202.7988510042,750
lakshadweep,2018,2,Merchant payments,64568.47789279556,42
lakshadweep,2018,2,Financial Services,9134.413223158994,6
lakshadweep,2018,2,Others,3780.7695141997474,19
lakshadweep,2018,3,Peer-to-peer payments,3926048.74488305,841
lakshadweep,2018,3,Recharge & bill payments,300978.32420203416,760
lakshadweep,2018,3,Merchant payments,94046.43333034206,87
lakshadweep,2018,3,Others,17958.809570422687,15
lakshadweep,2018,4,Recharge & bill payments,351201.0879000404,792
lakshadweep,2018,4,Peer-to-peer payments,3841230.430870924,689
lakshadweep,2018,4,Merchant payments,262079.85573632165,144
lakshadweep,2018,4,Financial Services,389.8932323919954,6
lakshadweep,2018,4,Others,8312.430483153179,11
lakshadweep,2019,1,Peer-to-peer payments,8221402.368536929,1183
lakshadweep,2019,1,Recharge & bill payments,353870.52398354514,1173
lakshadweep,2019,1,Merchant payments,183062.1455975621,113
lakshadweep,2019,1,Others,27795.441220958,12
lakshadweep,2019,2,Recharge & bill payments,436735.1684614296,1448
lakshadweep,2019,2,Peer-to-peer payments,8602732.117788196,1318
lakshadweep,2019,2,Merchant payments,190716.5411561734,137
lakshadweep,2019,2,Others,12340.30958308919,23
lakshadweep,2019,3,Recharge & bill payments,503049.2411913635,1528
lakshadweep,2019,3,Peer-to-peer payments,8923273.862948446,1455
lakshadweep,2019,3,Merchant payments,215159.68119447335,111
lakshadweep,2019,3,Others,10278.678434187355,10
lakshadweep,2019,4,Recharge & bill payments,618155.9004644766,1801
lakshadweep,2019,4,Peer-to-peer payments,10383413.246670496,1753
lakshadweep,2019,4,Merchant payments,211413.62244321496,188
lakshadweep,2019,4,Financial Services,34.39721181625656,2
lakshadweep,2019,4,Others,56896.23813384895,21
lakshadweep,2020,1,Recharge & bill payments,789255.2646123999,2684
lakshadweep,2020,1,Peer-to-peer payments,12463327.261836832,2068
lakshadweep,2020,1,Merchant payments,216594.03077193064,387
lakshadweep,2020,1,Others,33192.017283045374,12
lakshadweep,2020,2,Recharge & bill payments,1061694.138574572,4497
lakshadweep,2020,2,Peer-to-peer payments,14718605.188911092,2176
lakshadweep,2020,2,Merchant payments,971609.4583537823,472
lakshadweep,2020,2,Financial Services,158593.59701229632,60
lakshadweep,2020,2,Others,32419.703092655054,15
lakshadweep,2020,3,Recharge & bill payments,1186947.553816269,4696
lakshadweep,2020,3,Peer-to-peer payments,19189391.618742835,2946
lakshadweep,2020,3,Merchant payments,842981.169451366,903
lakshadweep,2020,3,Financial Services,45457.50970027798,27
lakshadweep,2020,3,Others,42055.45694608544,17
lakshadweep,2020,4,Recharge & bill payments,1499298.1127799235,5187
lakshadweep,2020,4,Peer-to-peer payments,27284123.245665,4741
lakshadweep,2020,4,Merchant payments,1227101.6378793938,1668
lakshadweep,2020,4,Financial Services,13968.7539965527,22
lakshadweep,2020,4,Others,86826.16675951776,32
lakshadweep,2021,1,Peer-to-peer payments,24823715.017422147,3942
lakshadweep,2021,1,Recharge & bill payments,1070209.4218526704,3541
lakshadweep,2021,1,Merchant payments,1040213.7953898906,1537
lakshadweep,2021,1,Financial Services,15929.095105497145,19
lakshadweep,2021,1,Others,92715.5843109472,46
lakshadweep,2021,2,Recharge & bill payments,1745295.828077295,5499
lakshadweep,2021,2,Peer-to-peer payments,23996417.49366483,4069
lakshadweep,2021,2,Merchant payments,1525331.9146529401,1743
lakshadweep,2021,2,Financial Services,15052.018496008179,29
lakshadweep,2021,2,Others,101366.40306045809,44
lakshadweep,2021,3,Peer-to-peer payments,34142107.520169854,5687
lakshadweep,2021,3,Recharge & bill payments,1700287.4734963956,5153
lakshadweep,2021,3,Merchant payments,2750367.063028222,2450
lakshadweep,2021,3,Financial Services,137227.35390598275,48
lakshadweep,2021,3,Others,73174.28816768769,32
lakshadweep,2021,4,Peer-to-peer payments,44696668.86120765,7154
lakshadweep,2021,4,Recharge & bill payments,2093901.2918026838,5355
lakshadweep,2021,4,Merchant payments,4071239.087436496,2872
lakshadweep,2021,4,Financial Services,19994.541946360278,27
lakshadweep,2021,4,Others,116381.74598782149,62
lakshadweep,2022,1,Peer-to-peer payments,48590864.56835763,7913
lakshadweep,2022,1,Recharge & bill payments,2322580.1695599537,5334
lakshadweep,2022,1,Merchant payments,3838358.3586293925,3048
lakshadweep,2022,1,Financial Services,38274.22628876488,39
lakshadweep,2022,1,Others,149355.3310943247,63
lakshadweep,2022,2,Peer-to-peer payments,48451728.04746901,8491
lakshadweep,2022,2,Recharge & bill payments,2386144.714677198,5366
lakshadweep,2022,2,Merchant payments,4895657.060086848,3602
lakshadweep,2022,2,Financial Services,87127.8249489804,59
lakshadweep,2022,2,Others,108944.34272364664,51
lakshadweep,2022,3,Peer-to-peer payments,40029003.82575238,7533
lakshadweep,2022,3,Recharge & bill payments,1936538.3067545425,4441
lakshadweep,2022,3,Merchant payments,5469200.646094429,3142
lakshadweep,2022,3,Financial Services,63629.88416689246,64
lakshadweep,2022,3,Others,81636.9547320153,61
lakshadweep,2022,4,Peer-to-peer payments,47450386.0033243,8686
lakshadweep,2022,4,Recharge & bill payments,2024739.1542023947,4557
lakshadweep,2022,4,Merchant payments,5250991.002376802,3819
lakshadweep,2022,4,Financial Services,26453.0247779254,35
lakshadweep,2022,4,Others,61304.43025482374,50
lakshadweep,2023,1,Peer-to-peer payments,73202195.0,14918
lakshadweep,2023,1,Recharge & bill payments,3929048.0,8287
lakshadweep,2023,1,Merchant payments,7988014.0,6123
lakshadweep,2023,1,Financial Services,160430.0,153
lakshadweep,2023,1,Others,42274.0,39
lakshadweep,2023,2,Peer-to-peer payments,80630344.0,16924
lakshadweep,2023,2,Merchant payments,12585603.0,9524
lakshadweep,2023,2,Recharge & bill payments,4632264.0,8287
lakshadweep,2023,2,Financial Services,52460.0,105
lakshadweep,2023,2,Others,86767.0,78
lakshadweep,2023,3,Peer-to-peer payments,77301147.0,20220
lakshadweep,2023,3,Merchant payments,12027729.0,14902
lakshadweep,2023,3,Recharge & bill payments,5093309.0,8577
lakshadweep,2023,3,Financial Services,12540.0,16
lakshadweep,2023,3,Others,92336.0,42
madhya-pradesh,2018,1,Recharge & bill payments,667057311.4560372,4404190
madhya-pradesh,2018,1,Peer-to-peer payments,7590790588.551903,2848290
madhya-pradesh,2018,1,Financial Services,43374288.98373023,230519
madhya-pradesh,2018,1,Merchant payments,170119673.71275404,196394
madhya-pradesh,2018,1,Others,210261540.7414958,346002
madhya-pradesh,2018,2,Recharge & bill payments,1132090445.8903365,5324535
madhya-pradesh,2018,2,Peer-to-peer payments,14155603482.492638,4269392
madhya-pradesh,2018,2,Merchant payments,339308203.1707404,397135
madhya-pradesh,2018,2,Financial Services,53860331.805742756,305553
madhya-pradesh,2018,2,Others,243218603.31985626,264797
madhya-pradesh,2018,3,Peer-to-peer payments,22057686208.544342,9988509
madhya-pradesh,2018,3,Recharge & bill payments,1367773856.6756551,5733261
madhya-pradesh,2018,3,Merchant payments,465390819.59013355,784995
madhya-pradesh,2018,3,Financial Services,46120458.63885434,359440
madhya-pradesh,2018,3,Others,212770861.22341695,260780
madhya-pradesh,2018,4,Peer-to-peer payments,30897348664.90544,11456555
madhya-pradesh,2018,4,Recharge & bill payments,1669345516.941368,7273502
madhya-pradesh,2018,4,Merchant payments,1036249753.9278035,2056426
madhya-pradesh,2018,4,Financial Services,43367243.154430926,313540
madhya-pradesh,2018,4,Others,259296894.03827757,297532
madhya-pradesh,2019,1,Peer-to-peer payments,44114206183.09186,23708825
madhya-pradesh,2019,1,Recharge & bill payments,2423593841.716142,9966905
madhya-pradesh,2019,1,Merchant payments,1263699222.3501081,3018928
madhya-pradesh,2019,1,Financial Services,28901169.292499043,290838
madhya-pradesh,2019,1,Others,239879105.5972368,315553
madhya-pradesh,2019,2,Peer-to-peer payments,61758841793.87666,20868744
madhya-pradesh,2019,2,Recharge & bill payments,3571897178.303101,12044969
madhya-pradesh,2019,2,Merchant payments,2671155681.449155,7331352
madhya-pradesh,2019,2,Financial Services,18869661.513485767,149197
madhya-pradesh,2019,2,Others,313802065.4154737,451751
madhya-pradesh,2019,3,Peer-to-peer payments,67648107703.0357,22631038
madhya-pradesh,2019,3,Merchant payments,5147459307.101742,17163551
madhya-pradesh,2019,3,Recharge & bill payments,4576521609.460834,13156616
madhya-pradesh,2019,3,Financial Services,25654168.60092132,192821
madhya-pradesh,2019,3,Others,278578703.0441117,466385
madhya-pradesh,2019,4,Peer-to-peer payments,92064471161.9892,32083162
madhya-pradesh,2019,4,Merchant payments,7304157801.612935,19447707
madhya-pradesh,2019,4,Recharge & bill payments,5104821720.999016,16081734
madhya-pradesh,2019,4,Financial Services,24020060.932133198,127116
madhya-pradesh,2019,4,Others,190456045.32494444,392270
madhya-pradesh,2020,1,Peer-to-peer payments,110325991607.38477,34540722
madhya-pradesh,2020,1,Merchant payments,9898242848.25793,24618074
madhya-pradesh,2020,1,Recharge & bill payments,6311610609.846225,19788516
madhya-pradesh,2020,1,Financial Services,30645714.401902914,68055
madhya-pradesh,2020,1,Others,170790656.30339786,351379
madhya-pradesh,2020,2,Peer-to-peer payments,128184693854.7977,34860958
madhya-pradesh,2020,2,Recharge & bill payments,8904067957.01212,27497528
madhya-pradesh,2020,2,Merchant payments,10666223053.634727,13685723
madhya-pradesh,2020,2,Financial Services,62073621.44351514,80988
madhya-pradesh,2020,2,Others,104956802.17437972,215376
madhya-pradesh,2020,3,Peer-to-peer payments,174978985034.2865,50871564
madhya-pradesh,2020,3,Merchant payments,20621273981.65966,31879804
madhya-pradesh,2020,3,Recharge & bill payments,9834190567.205517,25380467
madhya-pradesh,2020,3,Financial Services,122971108.07060198,131725
madhya-pradesh,2020,3,Others,144259293.31583393,316321
madhya-pradesh,2020,4,Peer-to-peer payments,235584201864.22342,67972167
madhya-pradesh,2020,4,Merchant payments,37315576877.14569,57707471
madhya-pradesh,2020,4,Recharge & bill payments,10977774483.325565,27335834
madhya-pradesh,2020,4,Financial Services,132590450.07074244,149532
madhya-pradesh,2020,4,Others,264996097.6059612,487537
madhya-pradesh,2021,1,Merchant payments,50098244499.50662,84812245
madhya-pradesh,2021,1,Peer-to-peer payments,279938170703.8171,84070625
madhya-pradesh,2021,1,Recharge & bill payments,13060914041.039404,32500681
madhya-pradesh,2021,1,Financial Services,161838389.7954778,169378
madhya-pradesh,2021,1,Others,274786748.1299523,445569
madhya-pradesh,2021,2,Peer-to-peer payments,348935762191.10486,99367521
madhya-pradesh,2021,2,Merchant payments,58839392449.9937,77113464
madhya-pradesh,2021,2,Recharge & bill payments,17230546398.848663,46118636
madhya-pradesh,2021,2,Financial Services,177313389.66602695,188726
madhya-pradesh,2021,2,Others,317753606.01156956,526333
madhya-pradesh,2021,3,Merchant payments,85885669792.43228,138433772
madhya-pradesh,2021,3,Peer-to-peer payments,398912712886.4574,127654821
madhya-pradesh,2021,3,Recharge & bill payments,19025346050.627724,44437315
madhya-pradesh,2021,3,Financial Services,180366422.58245987,174454
madhya-pradesh,2021,3,Others,408508699.4365407,742972
madhya-pradesh,2021,4,Merchant payments,126461098235.02324,197193842
madhya-pradesh,2021,4,Peer-to-peer payments,507118521843.3588,159649020
madhya-pradesh,2021,4,Recharge & bill payments,22492766779.156635,46220966
madhya-pradesh,2021,4,Financial Services,246488171.37792647,247925
madhya-pradesh,2021,4,Others,568617375.5894115,996331
madhya-pradesh,2022,1,Merchant payments,143310226696.7226,237691924
madhya-pradesh,2022,1,Peer-to-peer payments,578201697703.7521,185008444
madhya-pradesh,2022,1,Recharge & bill payments,25437774564.26215,48870314
madhya-pradesh,2022,1,Financial Services,219927120.15944034,222923
madhya-pradesh,2022,1,Others,495513514.75128734,909453
madhya-pradesh,2022,2,Merchant payments,174183397721.35938,287616385
madhya-pradesh,2022,2,Peer-to-peer payments,663180522499.3412,202093283
madhya-pradesh,2022,2,Recharge & bill payments,29125694281.81933,54318983
madhya-pradesh,2022,2,Financial Services,153944499.74490312,157672
madhya-pradesh,2022,2,Others,381178326.32090586,713506
madhya-pradesh,2022,3,Merchant payments,212445928287.3991,391105651
madhya-pradesh,2022,3,Peer-to-peer payments,780650402034.3962,267013695
madhya-pradesh,2022,3,Recharge & bill payments,39132574047.51802,72148870
madhya-pradesh,2022,3,Financial Services,236981163.63162854,240678
madhya-pradesh,2022,3,Others,442608716.71893203,750665
madhya-pradesh,2022,4,Merchant payments,272801597092.4764,492999084
madhya-pradesh,2022,4,Peer-to-peer payments,984255199293.6544,325467851
madhya-pradesh,2022,4,Recharge & bill payments,45143248068.81734,79289399
madhya-pradesh,2022,4,Financial Services,278304972.64702964,286931
madhya-pradesh,2022,4,Others,521508120.7286146,785003
madhya-pradesh,2023,1,Merchant payments,208281637594.0,404378350
madhya-pradesh,2023,1,Peer-to-peer payments,809388762719.0,263524301
madhya-pradesh,2023,1,Recharge & bill payments,43725957842.0,65818962
madhya-pradesh,2023,1,Financial Services,236606773.0,226835
madhya-pradesh,2023,1,Others,393634973.0,618522
madhya-pradesh,2023,2,Merchant payments,236960764220.0,479498828
